波数(cm-1),吸光度
535.63,0.157657
536.11,0.159517
536.60,0.161534
537.08,0.163843
537.56,0.166508
538.04,0.169512
538.52,0.172773
539.01,0.176201
539.49,0.179744
539.97,0.183412
540.45,0.187255
540.93,0.191310
541.42,0.195556
541.90,0.199911
542.38,0.204250
542.86,0.208485
543.35,0.212615
543.83,0.216735
544.31,0.220990
544.79,0.225501
545.27,0.230307
545.76,0.235347
546.24,0.240504
546.72,0.245685
547.20,0.250904
547.68,0.256287
548.17,0.262026
548.65,0.268261
549.13,0.275019
549.61,0.282172
550.10,0.289518
550.58,0.296858
551.06,0.304116
551.54,0.311356
552.02,0.318725
552.51,0.326336
552.99,0.334171
553.47,0.342050
553.95,0.349708
554.43,0.356920
554.92,0.363596
555.40,0.369826
555.88,0.375779
556.36,0.381580
556.84,0.387186
557.33,0.392366
557.81,0.396785
558.29,0.400176
558.77,0.402437
559.26,0.403669
559.74,0.404064
560.22,0.403790
560.70,0.402878
561.18,0.401238
561.67,0.398741
562.15,0.395356
562.63,0.391216
563.11,0.386593
563.59,0.381780
564.08,0.376965
564.56,0.372179
565.04,0.367316
565.52,0.362237
566.00,0.356869
566.49,0.351277
566.97,0.345634
567.45,0.340147
567.93,0.334946
568.42,0.330045
568.90,0.325347
569.38,0.320726
569.86,0.316104
570.34,0.311493
570.83,0.306978
571.31,0.302655
571.79,0.298560
572.27,0.294642
572.75,0.290777
573.24,0.286830
573.72,0.282721
574.20,0.278447
574.68,0.274077
575.17,0.269701
575.65,0.265389
576.13,0.261157
576.61,0.256985
577.09,0.252849
577.58,0.248765
578.06,0.244794
578.54,0.241026
579.02,0.237522
579.50,0.234295
579.99,0.231293
580.47,0.228424
580.95,0.225600
581.43,0.222784
581.91,0.220009
582.40,0.217360
582.88,0.214928
583.36,0.212759
583.84,0.210841
584.33,0.209110
584.81,0.207489
585.29,0.205929
585.77,0.204435
586.25,0.203067
586.74,0.201904
587.22,0.201011
587.70,0.200405
588.18,0.200064
588.66,0.199946
589.15,0.200023
589.63,0.200298
590.11,0.200808
590.59,0.201605
591.08,0.202718
591.56,0.204133
592.04,0.205786
592.52,0.207596
593.00,0.209502
593.49,0.211491
593.97,0.213602
594.45,0.215885
594.93,0.218372
595.41,0.221040
595.90,0.223810
596.38,0.226567
596.86,0.229202
597.34,0.231646
597.82,0.233867
598.31,0.235858
598.79,0.237590
599.27,0.238994
599.75,0.239967
600.24,0.240404
600.72,0.240244
601.20,0.239495
601.68,0.238220
602.16,0.236497
602.65,0.234370
603.13,0.231833
603.61,0.228846
604.09,0.225380
604.57,0.221455
605.06,0.217157
605.54,0.212616
606.02,0.207969
606.50,0.203318
606.98,0.198708
607.47,0.194145
607.95,0.189624
608.43,0.185152
608.91,0.180765
609.40,0.176512
609.88,0.172429
610.36,0.168528
610.84,0.164781
611.32,0.161138
611.81,0.157552
612.29,0.153998
612.77,0.150483
613.25,0.147039
613.73,0.143700
614.22,0.140486
614.70,0.137397
615.18,0.134415
615.66,0.131524
616.15,0.128717
616.63,0.126004
617.11,0.123405
617.59,0.120937
618.07,0.118602
618.56,0.116386
619.04,0.114262
619.52,0.112209
620.00,0.110211
620.48,0.108272
620.97,0.106402
621.45,0.104608
621.93,0.102889
622.41,0.101232
622.89,0.099614
623.38,0.098019
623.86,0.096440
624.34,0.094889
624.82,0.093386
625.31,0.091961
625.79,0.090633
626.27,0.089410
626.75,0.088287
627.23,0.087251
627.72,0.086288
628.20,0.085383
628.68,0.084524
629.16,0.083700
629.64,0.082898
630.13,0.082106
630.61,0.081312
631.09,0.080516
631.57,0.079724
632.05,0.078948
632.54,0.078206
633.02,0.077506
633.50,0.076849
633.98,0.076228
634.47,0.075630
634.95,0.075046
635.43,0.074475
635.91,0.073924
636.39,0.073403
636.88,0.072923
637.36,0.072485
637.84,0.072083
638.32,0.071708
638.80,0.071350
639.29,0.071004
639.77,0.070666
640.25,0.070339
640.73,0.070021
641.22,0.069708
641.70,0.069390
642.18,0.069059
642.66,0.068709
643.14,0.068344
643.63,0.067969
644.11,0.067594
644.59,0.067227
645.07,0.066870
645.55,0.066523
646.04,0.066182
646.52,0.065848
647.00,0.065526
647.48,0.065222
647.96,0.064941
648.45,0.064683
648.93,0.064437
649.41,0.064191
649.89,0.063934
650.38,0.063664
650.86,0.063388
651.34,0.063122
651.82,0.062882
652.30,0.062676
652.79,0.062503
653.27,0.062351
653.75,0.062208
654.23,0.062064
654.71,0.061922
655.20,0.061788
655.68,0.061672
656.16,0.061575
656.64,0.061489
657.13,0.061394
657.61,0.061268
658.09,0.061097
658.57,0.060882
659.05,0.060643
659.54,0.060406
660.02,0.060203
660.50,0.060056
660.98,0.059973
661.46,0.059950
661.95,0.059978
662.43,0.060043
662.91,0.060131
663.39,0.060230
663.87,0.060327
664.36,0.060405
664.84,0.060450
665.32,0.060451
665.80,0.060397
666.29,0.060288
666.77,0.060126
667.25,0.059924
667.73,0.059705
668.21,0.059493
668.70,0.059310
669.18,0.059159
669.66,0.059030
670.14,0.058909
670.62,0.058795
671.11,0.058687
671.59,0.058586
672.07,0.058492
672.55,0.058401
673.03,0.058305
673.52,0.058198
674.00,0.058078
674.48,0.057947
674.96,0.057811
675.45,0.057678
675.93,0.057552
676.41,0.057434
676.89,0.057322
677.37,0.057217
677.86,0.057118
678.34,0.057028
678.82,0.056950
679.30,0.056885
679.78,0.056830
680.27,0.056781
680.75,0.056733
681.23,0.056688
681.71,0.056646
682.20,0.056616
682.68,0.056601
683.16,0.056600
683.64,0.056604
684.12,0.056600
684.61,0.056573
685.09,0.056516
685.57,0.056431
686.05,0.056326
686.53,0.056215
687.02,0.056111
687.50,0.056018
687.98,0.055938
688.46,0.055868
688.94,0.055806
689.43,0.055753
689.91,0.055714
690.39,0.055692
690.87,0.055689
691.36,0.055700
691.84,0.055715
692.32,0.055723
692.80,0.055716
693.28,0.055692
693.77,0.055653
694.25,0.055601
694.73,0.055536
695.21,0.055457
695.69,0.055357
696.18,0.055234
696.66,0.055091
697.14,0.054938
697.62,0.054792
698.11,0.054668
698.59,0.054573
699.07,0.054508
699.55,0.054462
700.03,0.054424
700.52,0.054384
701.00,0.054339
701.48,0.054294
701.96,0.054259
702.44,0.054241
702.93,0.054244
703.41,0.054264
703.89,0.054293
704.37,0.054321
704.85,0.054339
705.34,0.054343
705.82,0.054334
706.30,0.054311
706.78,0.054277
707.27,0.054233
707.75,0.054183
708.23,0.054132
708.71,0.054088
709.19,0.054057
709.68,0.054041
710.16,0.054035
710.64,0.054031
711.12,0.054016
711.60,0.053981
712.09,0.053925
712.57,0.053854
713.05,0.053779
713.53,0.053711
714.01,0.053658
714.50,0.053617
714.98,0.053582
715.46,0.053546
715.94,0.053502
716.43,0.053452
716.91,0.053402
717.39,0.053357
717.87,0.053319
718.35,0.053284
718.84,0.053247
719.32,0.053199
719.80,0.053136
720.28,0.053063
720.76,0.052986
721.25,0.052916
721.73,0.052858
722.21,0.052812
722.69,0.052774
723.17,0.052739
723.66,0.052705
724.14,0.052673
724.62,0.052645
725.10,0.052622
725.59,0.052597
726.07,0.052560
726.55,0.052498
727.03,0.052402
727.51,0.052274
728.00,0.052127
728.48,0.051984
728.96,0.051865
729.44,0.051785
729.92,0.051746
730.41,0.051738
730.89,0.051743
731.37,0.051744
731.85,0.051730
732.34,0.051699
732.82,0.051657
733.30,0.051614
733.78,0.051578
734.26,0.051552
734.75,0.051535
735.23,0.051524
735.71,0.051512
736.19,0.051494
736.67,0.051462
737.16,0.051410
737.64,0.051333
738.12,0.051229
738.60,0.051102
739.08,0.050966
739.57,0.050839
740.05,0.050742
740.53,0.050688
741.01,0.050683
741.50,0.050717
741.98,0.050773
742.46,0.050832
742.94,0.050876
743.42,0.050898
743.91,0.050900
744.39,0.050890
744.87,0.050878
745.35,0.050868
745.83,0.050864
746.32,0.050865
746.80,0.050870
747.28,0.050881
747.76,0.050900
748.25,0.050930
748.73,0.050969
749.21,0.051012
749.69,0.051051
750.17,0.051078
750.66,0.051088
751.14,0.051084
751.62,0.051070
752.10,0.051051
752.58,0.051031
753.07,0.051008
753.55,0.050979
754.03,0.050938
754.51,0.050883
754.99,0.050818
755.48,0.050748
755.96,0.050679
756.44,0.050615
756.92,0.050554
757.41,0.050490
757.89,0.050419
758.37,0.050338
758.85,0.050247
759.33,0.050152
759.82,0.050060
760.30,0.049976
760.78,0.049900
761.26,0.049832
761.74,0.049768
762.23,0.049706
762.71,0.049643
763.19,0.049581
763.67,0.049519
764.15,0.049456
764.64,0.049389
765.12,0.049316
765.60,0.049239
766.08,0.049162
766.57,0.049093
767.05,0.049042
767.53,0.049010
768.01,0.048993
768.49,0.048980
768.98,0.048956
769.46,0.048910
769.94,0.048835
770.42,0.048739
770.90,0.048635
771.39,0.048541
771.87,0.048471
772.35,0.048433
772.83,0.048425
773.32,0.048441
773.80,0.048468
774.28,0.048498
774.76,0.048522
775.24,0.048534
775.73,0.048534
776.21,0.048518
776.69,0.048488
777.17,0.048446
777.65,0.048399
778.14,0.048353
778.62,0.048313
779.10,0.048283
779.58,0.048262
780.06,0.048243
780.55,0.048219
781.03,0.048185
781.51,0.048140
781.99,0.048087
782.48,0.048034
782.96,0.047984
783.44,0.047940
783.92,0.047902
784.40,0.047868
784.89,0.047838
785.37,0.047813
785.85,0.047801
786.33,0.047807
786.81,0.047832
787.30,0.047872
787.78,0.047915
788.26,0.047948
788.74,0.047959
789.23,0.047944
789.71,0.047905
790.19,0.047852
790.67,0.047793
791.15,0.047736
791.64,0.047683
792.12,0.047633
792.60,0.047586
793.08,0.047541
793.56,0.047503
794.05,0.047479
794.53,0.047470
795.01,0.047477
795.49,0.047493
795.97,0.047506
796.46,0.047510
796.94,0.047499
797.42,0.047479
797.90,0.047458
798.39,0.047447
798.87,0.047450
799.35,0.047469
799.83,0.047497
800.31,0.047524
800.80,0.047546
801.28,0.047558
801.76,0.047564
802.24,0.047566
802.72,0.047568
803.21,0.047570
803.69,0.047571
804.17,0.047567
804.65,0.047557
805.13,0.047543
805.62,0.047526
806.10,0.047511
806.58,0.047499
807.06,0.047487
807.55,0.047473
808.03,0.047454
808.51,0.047428
808.99,0.047397
809.47,0.047366
809.96,0.047337
810.44,0.047313
810.92,0.047293
811.40,0.047275
811.88,0.047261
812.37,0.047251
812.85,0.047250
813.33,0.047261
813.81,0.047285
814.30,0.047317
814.78,0.047350
815.26,0.047376
815.74,0.047388
816.22,0.047385
816.71,0.047371
817.19,0.047351
817.67,0.047333
818.15,0.047319
818.63,0.047308
819.12,0.047299
819.60,0.047292
820.08,0.047289
820.56,0.047296
821.04,0.047317
821.53,0.047355
822.01,0.047409
822.49,0.047470
822.97,0.047532
823.46,0.047585
823.94,0.047628
824.42,0.047662
824.90,0.047691
825.38,0.047720
825.87,0.047751
826.35,0.047785
826.83,0.047820
827.31,0.047857
827.79,0.047899
828.28,0.047951
828.76,0.048015
829.24,0.048091
829.72,0.048175
830.21,0.048258
830.69,0.048334
831.17,0.048400
831.65,0.048460
832.13,0.048520
832.62,0.048587
833.10,0.048664
833.58,0.048748
834.06,0.048832
834.54,0.048906
835.03,0.048965
835.51,0.049009
835.99,0.049045
836.47,0.049081
836.95,0.049124
837.44,0.049175
837.92,0.049232
838.40,0.049291
838.88,0.049348
839.37,0.049408
839.85,0.049476
840.33,0.049559
840.81,0.049660
841.29,0.049775
841.78,0.049897
842.26,0.050017
842.74,0.050127
843.22,0.050230
843.70,0.050332
844.19,0.050445
844.67,0.050574
845.15,0.050724
845.63,0.050888
846.11,0.051059
846.60,0.051229
847.08,0.051396
847.56,0.051561
848.04,0.051730
848.53,0.051908
849.01,0.052096
849.49,0.052293
849.97,0.052498
850.45,0.052714
850.94,0.052946
851.42,0.053207
851.90,0.053503
852.38,0.053837
852.86,0.054200
853.35,0.054579
853.83,0.054958
854.31,0.055330
854.79,0.055698
855.27,0.056078
855.76,0.056491
856.24,0.056959
856.72,0.057493
857.20,0.058093
857.69,0.058752
858.17,0.059457
858.65,0.060200
859.13,0.060977
859.61,0.061791
860.10,0.062645
860.58,0.063537
861.06,0.064464
861.54,0.065421
862.02,0.066407
862.51,0.067427
862.99,0.068494
863.47,0.069627
863.95,0.070840
864.44,0.072142
864.92,0.073527
865.40,0.074985
865.88,0.076499
866.36,0.078054
866.85,0.079638
867.33,0.081240
867.81,0.082849
868.29,0.084447
868.77,0.086013
869.26,0.087519
869.74,0.088938
870.22,0.090237
870.70,0.091380
871.18,0.092325
871.67,0.093019
872.15,0.093405
872.63,0.093437
873.11,0.093096
873.60,0.092398
874.08,0.091400
874.56,0.090196
875.04,0.088888
875.52,0.087574
876.01,0.086328
876.49,0.085188
876.97,0.084157
877.45,0.083208
877.93,0.082292
878.42,0.081352
878.90,0.080325
879.38,0.079158
879.86,0.077809
880.35,0.076255
880.83,0.074498
881.31,0.072566
881.79,0.070506
882.27,0.068380
882.76,0.066258
883.24,0.064205
883.72,0.062277
884.20,0.060520
884.68,0.058967
885.17,0.057635
885.65,0.056528
886.13,0.055637
886.61,0.054941
887.09,0.054409
887.58,0.054003
888.06,0.053690
888.54,0.053438
889.02,0.053227
889.51,0.053046
889.99,0.052892
890.47,0.052768
890.95,0.052673
891.43,0.052604
891.92,0.052554
892.40,0.052516
892.88,0.052485
893.36,0.052460
893.84,0.052446
894.33,0.052449
894.81,0.052473
895.29,0.052521
895.77,0.052589
896.25,0.052672
896.74,0.052763
897.22,0.052859
897.70,0.052957
898.18,0.053057
898.67,0.053159
899.15,0.053262
899.63,0.053367
900.11,0.053475
900.59,0.053591
901.08,0.053720
901.56,0.053869
902.04,0.054041
902.52,0.054232
903.00,0.054435
903.49,0.054639
903.97,0.054833
904.45,0.055015
904.93,0.055186
905.42,0.055355
905.90,0.055533
906.38,0.055728
906.86,0.055944
907.34,0.056180
907.83,0.056432
908.31,0.056694
908.79,0.056962
909.27,0.057232
909.75,0.057501
910.24,0.057764
910.72,0.058013
911.20,0.058246
911.68,0.058462
912.16,0.058669
912.65,0.058878
913.13,0.059102
913.61,0.059353
914.09,0.059634
914.58,0.059939
915.06,0.060259
915.54,0.060584
916.02,0.060908
916.50,0.061232
916.99,0.061559
917.47,0.061894
917.95,0.062240
918.43,0.062593
918.91,0.062946
919.40,0.063293
919.88,0.063636
920.36,0.063983
920.84,0.064346
921.33,0.064740
921.81,0.065172
922.29,0.065641
922.77,0.066140
923.25,0.066655
923.74,0.067176
924.22,0.067696
924.70,0.068217
925.18,0.068744
925.66,0.069283
926.15,0.069837
926.63,0.070408
927.11,0.070994
927.59,0.071595
928.07,0.072212
928.56,0.072846
929.04,0.073498
929.52,0.074167
930.00,0.074848
930.49,0.075535
930.97,0.076227
931.45,0.076922
931.93,0.077626
932.41,0.078347
932.90,0.079091
933.38,0.079861
933.86,0.080655
934.34,0.081472
934.82,0.082312
935.31,0.083179
935.79,0.084084
936.27,0.085033
936.75,0.086033
937.23,0.087081
937.72,0.088168
938.20,0.089283
938.68,0.090418
939.16,0.091571
939.65,0.092745
940.13,0.093949
940.61,0.095190
941.09,0.096468
941.57,0.097779
942.06,0.099118
942.54,0.100480
943.02,0.101870
943.50,0.103296
943.98,0.104768
944.47,0.106291
944.95,0.107860
945.43,0.109462
945.91,0.111078
946.39,0.112694
946.88,0.114308
947.36,0.115923
947.84,0.117554
948.32,0.119211
948.81,0.120898
949.29,0.122614
949.77,0.124352
950.25,0.126108
950.73,0.127883
951.22,0.129684
951.70,0.131520
952.18,0.133395
952.66,0.135304
953.14,0.137235
953.63,0.139172
954.11,0.141107
954.59,0.143038
955.07,0.144966
955.56,0.146894
956.04,0.148812
956.52,0.150700
957.00,0.152524
957.48,0.154250
957.97,0.155848
958.45,0.157301
958.93,0.158600
959.41,0.159740
959.89,0.160712
960.38,0.161496
960.86,0.162072
961.34,0.162425
961.82,0.162556
962.30,0.162483
962.79,0.162240
963.27,0.161862
963.75,0.161380
964.23,0.160816
964.72,0.160188
965.20,0.159514
965.68,0.158824
966.16,0.158161
966.64,0.157569
967.13,0.157091
967.61,0.156754
968.09,0.156571
968.57,0.156541
969.05,0.156663
969.54,0.156942
970.02,0.157392
970.50,0.158036
970.98,0.158889
971.47,0.159957
971.95,0.161232
972.43,0.162694
972.91,0.164325
973.39,0.166117
973.88,0.168074
974.36,0.170212
974.84,0.172548
975.32,0.175085
975.80,0.177813
976.29,0.180708
976.77,0.183744
977.25,0.186904
977.73,0.190185
978.21,0.193596
978.70,0.197149
979.18,0.200845
979.66,0.204673
980.14,0.208612
980.63,0.212642
981.11,0.216752
981.59,0.220950
982.07,0.225253
982.55,0.229676
983.04,0.234219
983.52,0.238865
984.00,0.243579
984.48,0.248333
984.96,0.253113
985.45,0.257929
985.93,0.262803
986.41,0.267755
986.89,0.272786
987.37,0.277873
987.86,0.282981
988.34,0.288078
988.82,0.293154
989.30,0.298230
989.79,0.303341
990.27,0.308517
990.75,0.313760
991.23,0.319043
991.71,0.324317
992.20,0.329540
992.68,0.334696
993.16,0.339804
993.64,0.344905
994.12,0.350034
994.61,0.355196
995.09,0.360357
995.57,0.365463
996.05,0.370462
996.54,0.375336
997.02,0.380106
997.50,0.384821
997.98,0.389521
998.46,0.394218
998.95,0.398882
999.43,0.403456
999.91,0.407894
1000.39,0.412186
1000.87,0.416364
1001.36,0.420479
1001.84,0.424575
1002.32,0.428655
1002.80,0.432672
1003.28,0.436550
1003.77,0.440227
1004.25,0.443681
1004.73,0.446943
1005.21,0.450071
1005.70,0.453116
1006.18,0.456090
1006.66,0.458961
1007.14,0.461672
1007.62,0.464179
1008.11,0.466482
1008.59,0.468625
1009.07,0.470673
1009.55,0.472666
1010.03,0.474594
1010.52,0.476390
1011.00,0.477974
1011.48,0.479285
1011.96,0.480317
1012.45,0.481123
1012.93,0.481780
1013.41,0.482342
1013.89,0.482810
1014.37,0.483129
1014.86,0.483224
1015.34,0.483047
1015.82,0.482605
1016.30,0.481961
1016.78,0.481196
1017.27,0.480366
1017.75,0.479470
1018.23,0.478450
1018.71,0.477223
1019.20,0.475741
1019.68,0.474009
1020.16,0.472089
1020.64,0.470063
1021.12,0.467990
1021.61,0.465878
1022.09,0.463687
1022.57,0.461355
1023.05,0.458849
1023.53,0.456187
1024.02,0.453436
1024.50,0.450674
1024.98,0.447952
1025.46,0.445271
1025.94,0.442586
1026.43,0.439837
1026.91,0.436986
1027.39,0.434044
1027.87,0.431060
1028.36,0.428099
1028.84,0.425196
1029.32,0.422340
1029.80,0.419480
1030.28,0.416556
1030.77,0.413532
1031.25,0.410415
1031.73,0.407251
1032.21,0.404099
1032.69,0.400994
1033.18,0.397935
1033.66,0.394889
1034.14,0.391815
1034.62,0.388696
1035.10,0.385553
1035.59,0.382437
1036.07,0.379397
1036.55,0.376458
1037.03,0.373601
1037.52,0.370774
1038.00,0.367917
1038.48,0.364996
1038.96,0.362018
1039.44,0.359021
1039.93,0.356055
1040.41,0.353149
1040.89,0.350299
1041.37,0.347472
1041.85,0.344628
1042.34,0.341745
1042.82,0.338834
1043.30,0.335931
1043.78,0.333078
1044.27,0.330297
1044.75,0.327582
1045.23,0.324901
1045.71,0.322221
1046.19,0.319523
1046.67,0.316820
1047.16,0.314143
1047.64,0.311526
1048.12,0.308985
1048.60,0.306505
1049.09,0.304049
1049.57,0.301580
1050.05,0.299084
1050.53,0.296572
1051.01,0.294081
1051.50,0.291649
1051.98,0.289297
1052.46,0.287017
1052.94,0.284775
1053.42,0.282534
1053.91,0.280269
1054.39,0.277982
1054.87,0.275695
1055.35,0.273433
1055.84,0.271212
1056.32,0.269026
1056.80,0.266851
1057.28,0.264662
1057.76,0.262446
1058.25,0.260211
1058.73,0.257982
1059.21,0.255786
1059.69,0.253636
1060.17,0.251528
1060.66,0.249439
1061.14,0.247346
1061.62,0.245235
1062.10,0.243110
1062.59,0.240989
1063.07,0.238894
1063.55,0.236833
1064.03,0.234801
1064.51,0.232784
1065.00,0.230768
1065.48,0.228749
1065.96,0.226743
1066.44,0.224772
1066.92,0.222856
1067.41,0.221002
1067.89,0.219197
1068.37,0.217418
1068.85,0.215645
1069.34,0.213867
1069.82,0.212095
1070.30,0.210348
1070.78,0.208644
1071.26,0.206987
1071.74,0.205366
1072.23,0.203755
1072.71,0.202130
1073.19,0.200482
1073.67,0.198818
1074.16,0.197157
1074.64,0.195523
1075.12,0.193926
1075.60,0.192364
1076.08,0.190823
1076.57,0.189287
1077.05,0.187752
1077.53,0.186225
1078.01,0.184729
1078.49,0.183283
1078.98,0.181902
1079.46,0.180583
1079.94,0.179313
1080.42,0.178076
1080.91,0.176863
1081.39,0.175672
1081.87,0.174510
1082.35,0.173385
1082.83,0.172298
1083.32,0.171239
1083.80,0.170192
1084.28,0.169147
1084.76,0.168100
1085.24,0.167059
1085.73,0.166040
1086.21,0.165055
1086.69,0.164106
1087.17,0.163182
1087.65,0.162260
1088.14,0.161320
1088.62,0.160351
1089.10,0.159352
1089.58,0.158335
1090.07,0.157314
1090.55,0.156293
1091.03,0.155271
1091.51,0.154233
1091.99,0.153167
1092.48,0.152065
1092.96,0.150928
1093.44,0.149766
1093.92,0.148589
1094.40,0.147404
1094.89,0.146209
1095.37,0.145002
1095.85,0.143777
1096.33,0.142539
1096.82,0.141295
1097.30,0.140057
1097.78,0.138834
1098.26,0.137626
1098.74,0.136423
1099.23,0.135211
1099.71,0.133978
1100.19,0.132719
1100.67,0.131440
1101.15,0.130151
1101.64,0.128864
1102.12,0.127584
1102.60,0.126311
1103.08,0.125036
1103.57,0.123755
1104.05,0.122465
1104.53,0.121171
1105.01,0.119880
1105.49,0.118598
1105.98,0.117324
1106.46,0.116052
1106.94,0.114770
1107.42,0.113472
1107.90,0.112155
1108.39,0.110826
1108.87,0.109495
1109.35,0.108173
1109.83,0.106862
1110.32,0.105559
1110.80,0.104255
1111.28,0.102941
1111.76,0.101610
1112.24,0.100261
1112.72,0.098899
1113.21,0.097527
1113.69,0.096147
1114.17,0.094758
1114.65,0.093358
1115.14,0.091945
1115.62,0.090520
1116.10,0.089088
1116.58,0.087656
1117.06,0.086229
1117.55,0.084807
1118.03,0.083387
1118.51,0.081964
1118.99,0.080536
1119.47,0.079103
1119.96,0.077670
1120.44,0.076245
1120.92,0.074833
1121.40,0.073437
1121.88,0.072055
1122.37,0.070685
1122.85,0.069325
1123.33,0.067978
1123.81,0.066647
1124.30,0.065339
1124.78,0.064058
1125.26,0.062804
1125.74,0.061574
1126.22,0.060364
1126.71,0.059169
1127.19,0.057990
1127.67,0.056833
1128.15,0.055703
1128.63,0.054609
1129.12,0.053552
1129.60,0.052531
1130.08,0.051541
1130.56,0.050574
1131.05,0.049627
1131.53,0.048698
1132.01,0.047787
1132.49,0.046897
