波数(cm-1),吸光度
549.61,0.317565
550.10,0.324381
550.58,0.329738
551.06,0.333582
551.54,0.336234
552.02,0.338298
552.51,0.340391
552.99,0.342909
553.47,0.345973
553.95,0.349443
554.43,0.353090
554.92,0.356737
555.40,0.360360
555.88,0.364044
556.36,0.367857
556.84,0.371723
557.33,0.375377
557.81,0.378437
558.29,0.380588
558.77,0.381712
559.26,0.381953
559.74,0.381618
560.22,0.381046
560.70,0.380443
561.18,0.379800
561.67,0.378924
562.15,0.377534
562.63,0.375401
563.11,0.372382
563.59,0.368455
564.08,0.363664
564.56,0.358104
565.04,0.351912
565.52,0.345303
566.00,0.338600
566.49,0.332176
566.97,0.326375
567.45,0.321421
567.93,0.317321
568.42,0.313887
568.90,0.310800
569.38,0.307769
569.86,0.304616
570.34,0.301349
570.83,0.298113
571.31,0.295101
571.79,0.292442
572.27,0.290121
572.75,0.287983
573.24,0.285788
573.72,0.283313
574.20,0.280400
574.68,0.277015
575.17,0.273225
575.65,0.269167
576.13,0.265008
576.61,0.260907
577.09,0.257006
577.58,0.253404
578.06,0.250152
578.54,0.247240
579.02,0.244604
579.50,0.242137
579.99,0.239716
580.47,0.237248
580.95,0.234688
581.43,0.232054
581.91,0.229402
582.40,0.226785
582.88,0.224218
583.36,0.221678
583.84,0.219135
584.33,0.216590
584.81,0.214114
585.29,0.211840
585.77,0.209911
586.25,0.208417
586.74,0.207355
587.22,0.206627
587.70,0.206094
588.18,0.205646
588.66,0.205284
589.15,0.205134
589.63,0.205429
590.11,0.206399
590.59,0.208184
591.08,0.210743
591.56,0.213848
592.04,0.217121
592.52,0.220164
593.00,0.222713
593.49,0.224700
593.97,0.226264
594.45,0.227655
594.93,0.229154
595.41,0.230970
595.90,0.233204
596.38,0.235857
596.86,0.238844
597.34,0.242025
597.82,0.245189
598.31,0.248077
598.79,0.250388
599.27,0.251801
599.75,0.252089
600.24,0.251187
600.72,0.249254
601.20,0.246609
601.68,0.243630
602.16,0.240601
602.65,0.237608
603.13,0.234547
603.61,0.231207
604.09,0.227411
604.57,0.223108
605.06,0.218421
605.54,0.213570
606.02,0.208783
606.50,0.204166
606.98,0.199669
607.47,0.195117
607.95,0.190319
608.43,0.185174
608.91,0.179732
609.40,0.174186
609.88,0.168790
610.36,0.163775
610.84,0.159253
611.32,0.155212
611.81,0.151532
612.29,0.148059
612.77,0.144651
613.25,0.141225
613.73,0.137758
614.22,0.134271
614.70,0.130803
615.18,0.127395
615.66,0.124089
616.15,0.120938
616.63,0.118003
617.11,0.115351
617.59,0.113037
618.07,0.111076
618.56,0.109443
619.04,0.108071
619.52,0.106870
620.00,0.105737
620.48,0.104584
620.97,0.103336
621.45,0.101927
621.93,0.100305
622.41,0.098434
622.89,0.096314
623.38,0.093989
623.86,0.091563
624.34,0.089191
624.82,0.087033
625.31,0.085234
625.79,0.083861
626.27,0.082891
626.75,0.082208
627.23,0.081641
627.72,0.081025
628.20,0.080227
628.68,0.079198
629.16,0.077970
629.64,0.076647
630.13,0.075370
630.61,0.074283
631.09,0.073511
631.57,0.073121
632.05,0.073112
632.54,0.073406
633.02,0.073873
633.50,0.074348
633.98,0.074668
634.47,0.074726
634.95,0.074491
635.43,0.074028
635.91,0.073472
636.39,0.073000
636.88,0.072767
637.36,0.072855
637.84,0.073258
638.32,0.073885
638.80,0.074603
639.29,0.075262
639.77,0.075756
640.25,0.076041
640.73,0.076131
641.22,0.076081
641.70,0.075956
642.18,0.075803
642.66,0.075639
643.14,0.075450
643.63,0.075207
644.11,0.074886
644.59,0.074478
645.07,0.074003
645.55,0.073505
646.04,0.073045
646.52,0.072685
647.00,0.072469
647.48,0.072414
647.96,0.072495
648.45,0.072648
648.93,0.072779
649.41,0.072789
649.89,0.072603
650.38,0.072190
650.86,0.071574
651.34,0.070832
651.82,0.070081
652.30,0.069436
652.79,0.068992
653.27,0.068808
653.75,0.068893
654.23,0.069223
654.71,0.069744
655.20,0.070391
655.68,0.071087
656.16,0.071755
656.64,0.072319
657.13,0.072711
657.61,0.072883
658.09,0.072814
658.57,0.072523
659.05,0.072069
659.54,0.071537
660.02,0.071029
660.50,0.070633
660.98,0.070403
661.46,0.070352
661.95,0.070456
662.43,0.070660
662.91,0.070903
663.39,0.071131
663.87,0.071319
664.36,0.071474
664.84,0.071634
665.32,0.071863
665.80,0.072238
666.29,0.072831
666.77,0.073680
667.25,0.074728
667.73,0.075773
668.21,0.076449
668.70,0.076417
669.18,0.075613
669.66,0.074280
670.14,0.072774
670.62,0.071378
671.11,0.070276
671.59,0.069554
672.07,0.069235
672.55,0.069298
673.03,0.069680
673.52,0.070284
674.00,0.070992
674.48,0.071702
674.96,0.072338
675.45,0.072856
675.93,0.073231
676.41,0.073456
676.89,0.073526
677.37,0.073448
677.86,0.073237
678.34,0.072923
678.82,0.072539
679.30,0.072121
679.78,0.071695
680.27,0.071273
680.75,0.070856
681.23,0.070444
681.71,0.070039
682.20,0.069653
682.68,0.069315
683.16,0.069056
683.64,0.068909
684.12,0.068893
684.61,0.069002
685.09,0.069204
685.57,0.069449
686.05,0.069679
686.53,0.069845
687.02,0.069922
687.50,0.069913
687.98,0.069849
688.46,0.069780
688.94,0.069759
689.43,0.069822
689.91,0.069974
690.39,0.070185
690.87,0.070393
691.36,0.070526
691.84,0.070512
692.32,0.070299
692.80,0.069872
693.28,0.069250
693.77,0.068483
694.25,0.067638
694.73,0.066790
695.21,0.066007
695.69,0.065347
696.18,0.064846
696.66,0.064521
697.14,0.064364
697.62,0.064352
698.11,0.064459
698.59,0.064662
699.07,0.064958
699.55,0.065354
700.03,0.065864
700.52,0.066489
701.00,0.067196
701.48,0.067914
701.96,0.068539
702.44,0.068967
702.93,0.069119
703.41,0.068979
703.89,0.068610
704.37,0.068138
704.85,0.067710
705.34,0.067440
705.82,0.067365
706.30,0.067429
706.78,0.067505
707.27,0.067433
707.75,0.067100
708.23,0.066473
708.71,0.065620
709.19,0.064679
709.68,0.063824
710.16,0.063208
710.64,0.062910
711.12,0.062935
711.60,0.063208
712.09,0.063619
712.57,0.064042
713.05,0.064377
713.53,0.064568
714.01,0.064603
714.50,0.064515
714.98,0.064363
715.46,0.064230
715.94,0.064193
716.43,0.064318
716.91,0.064636
717.39,0.065138
717.87,0.065771
718.35,0.066445
718.84,0.067062
719.32,0.067531
719.80,0.067802
720.28,0.067871
720.76,0.067782
721.25,0.067606
721.73,0.067408
722.21,0.067240
722.69,0.067119
723.17,0.067039
723.66,0.066976
724.14,0.066900
724.62,0.066792
725.10,0.066638
725.59,0.066440
726.07,0.066208
726.55,0.065959
727.03,0.065713
727.51,0.065488
728.00,0.065289
728.48,0.065106
728.96,0.064914
729.44,0.064680
729.92,0.064381
730.41,0.064016
730.89,0.063623
731.37,0.063266
731.85,0.063028
732.34,0.062980
732.82,0.063157
733.30,0.063541
733.78,0.064067
734.26,0.064641
734.75,0.065157
735.23,0.065528
735.71,0.065699
736.19,0.065642
736.67,0.065358
737.16,0.064860
737.64,0.064181
738.12,0.063374
738.60,0.062515
739.08,0.061709
739.57,0.061062
740.05,0.060666
740.53,0.060568
741.01,0.060754
741.50,0.061151
741.98,0.061647
742.46,0.062132
742.94,0.062524
743.42,0.062791
743.91,0.062948
744.39,0.063036
744.87,0.063093
745.35,0.063133
745.83,0.063140
746.32,0.063078
746.80,0.062913
747.28,0.062625
747.76,0.062225
748.25,0.061745
748.73,0.061236
749.21,0.060747
749.69,0.060322
750.17,0.059996
750.66,0.059796
751.14,0.059740
751.62,0.059839
752.10,0.060093
752.58,0.060481
753.07,0.060966
753.55,0.061500
754.03,0.062028
754.51,0.062501
754.99,0.062883
755.48,0.063149
755.96,0.063277
756.44,0.063252
756.92,0.063057
757.41,0.062691
757.89,0.062177
758.37,0.061569
758.85,0.060950
759.33,0.060411
759.82,0.060033
760.30,0.059860
760.78,0.059891
761.26,0.060079
761.74,0.060355
762.23,0.060646
762.71,0.060900
763.19,0.061095
763.67,0.061234
764.15,0.061335
764.64,0.061420
765.12,0.061501
765.60,0.061585
766.08,0.061671
766.57,0.061757
767.05,0.061834
767.53,0.061885
768.01,0.061877
768.49,0.061764
768.98,0.061503
769.46,0.061064
769.94,0.060452
770.42,0.059711
770.90,0.058918
771.39,0.058157
771.87,0.057497
772.35,0.056970
772.83,0.056570
773.32,0.056259
773.80,0.055999
774.28,0.055777
774.76,0.055618
775.24,0.055579
775.73,0.055723
776.21,0.056094
776.69,0.056683
777.17,0.057426
777.65,0.058208
778.14,0.058901
778.62,0.059404
779.10,0.059653
779.58,0.059648
780.06,0.059430
780.55,0.059071
781.03,0.058640
781.51,0.058189
781.99,0.057750
782.48,0.057338
782.96,0.056966
783.44,0.056652
783.92,0.056425
784.40,0.056321
784.89,0.056367
785.37,0.056567
785.85,0.056901
786.33,0.057325
786.81,0.057784
787.30,0.058227
787.78,0.058618
788.26,0.058943
788.74,0.059206
789.23,0.059418
789.71,0.059586
790.19,0.059708
790.67,0.059767
791.15,0.059743
791.64,0.059616
792.12,0.059381
792.60,0.059044
793.08,0.058623
793.56,0.058138
794.05,0.057605
794.53,0.057039
795.01,0.056456
795.49,0.055880
795.97,0.055356
796.46,0.054937
796.94,0.054682
797.42,0.054632
797.90,0.054794
798.39,0.055130
798.87,0.055559
799.35,0.055983
799.83,0.056296
800.31,0.056422
800.80,0.056328
801.28,0.056026
801.76,0.055562
802.24,0.055009
802.72,0.054447
803.21,0.053952
803.69,0.053586
804.17,0.053396
804.65,0.053398
805.13,0.053580
805.62,0.053898
806.10,0.054286
806.58,0.054666
807.06,0.054973
807.55,0.055173
808.03,0.055273
808.51,0.055316
808.99,0.055361
809.47,0.055460
809.96,0.055636
810.44,0.055871
810.92,0.056117
811.40,0.056319
811.88,0.056433
812.37,0.056444
812.85,0.056367
813.33,0.056238
813.81,0.056089
814.30,0.055935
814.78,0.055769
815.26,0.055566
815.74,0.055305
816.22,0.054974
816.71,0.054590
817.19,0.054184
817.67,0.053800
818.15,0.053472
818.63,0.053217
819.12,0.053031
819.60,0.052895
820.08,0.052788
820.56,0.052688
821.04,0.052587
821.53,0.052487
822.01,0.052393
822.49,0.052317
822.97,0.052266
823.46,0.052247
823.94,0.052262
824.42,0.052311
824.90,0.052393
825.38,0.052502
825.87,0.052631
826.35,0.052776
826.83,0.052933
827.31,0.053103
827.79,0.053290
828.28,0.053494
828.76,0.053707
829.24,0.053917
829.72,0.054107
830.21,0.054264
830.69,0.054390
831.17,0.054502
831.65,0.054628
832.13,0.054793
832.62,0.055007
833.10,0.055249
833.58,0.055475
834.06,0.055633
834.54,0.055678
835.03,0.055601
835.51,0.055434
835.99,0.055245
836.47,0.055113
836.95,0.055103
837.44,0.055246
837.92,0.055530
838.40,0.055905
838.88,0.056310
839.37,0.056692
839.85,0.057016
840.33,0.057273
840.81,0.057473
841.29,0.057626
841.78,0.057741
842.26,0.057816
842.74,0.057846
843.22,0.057827
843.70,0.057760
844.19,0.057655
844.67,0.057523
845.15,0.057375
845.63,0.057218
846.11,0.057060
846.60,0.056916
847.08,0.056805
847.56,0.056753
848.04,0.056785
848.53,0.056914
849.01,0.057138
849.49,0.057435
849.97,0.057768
850.45,0.058105
850.94,0.058420
851.42,0.058705
851.90,0.058969
852.38,0.059226
852.86,0.059497
853.35,0.059794
853.83,0.060128
854.31,0.060505
854.79,0.060931
855.27,0.061411
855.76,0.061947
856.24,0.062534
856.72,0.063160
857.20,0.063814
857.69,0.064489
858.17,0.065197
858.65,0.065964
859.13,0.066832
859.61,0.067838
860.10,0.069000
860.58,0.070305
861.06,0.071709
861.54,0.073160
862.02,0.074616
862.51,0.076066
862.99,0.077541
863.47,0.079104
863.95,0.080823
864.44,0.082736
864.92,0.084832
865.40,0.087041
865.88,0.089250
866.36,0.091329
866.85,0.093171
867.33,0.094713
867.81,0.095951
868.29,0.096928
868.77,0.097722
869.26,0.098418
869.74,0.099082
870.22,0.099744
870.70,0.100390
871.18,0.100968
871.67,0.101388
872.15,0.101551
872.63,0.101366
873.11,0.100770
873.60,0.099746
874.08,0.098330
874.56,0.096608
875.04,0.094704
875.52,0.092756
876.01,0.090905
876.49,0.089260
876.97,0.087881
877.45,0.086771
877.93,0.085866
878.42,0.085051
878.90,0.084173
879.38,0.083093
879.86,0.081699
880.35,0.079934
880.83,0.077810
881.31,0.075393
881.79,0.072787
882.27,0.070097
882.76,0.067426
883.24,0.064859
883.72,0.062460
884.20,0.060291
884.68,0.058402
885.17,0.056835
885.65,0.055615
886.13,0.054739
886.61,0.054177
887.09,0.053867
887.58,0.053734
888.06,0.053705
888.54,0.053715
889.02,0.053723
889.51,0.053707
889.99,0.053658
890.47,0.053574
890.95,0.053452
891.43,0.053291
891.92,0.053095
892.40,0.052878
892.88,0.052662
893.36,0.052470
893.84,0.052322
894.33,0.052220
894.81,0.052150
895.29,0.052087
895.77,0.052005
896.25,0.051891
896.74,0.051751
897.22,0.051611
897.70,0.051505
898.18,0.051474
898.67,0.051544
899.15,0.051728
899.63,0.052022
900.11,0.052410
900.59,0.052865
901.08,0.053351
901.56,0.053827
902.04,0.054245
902.52,0.054553
903.00,0.054715
903.49,0.054715
903.97,0.054573
904.45,0.054339
904.93,0.054090
905.42,0.053906
905.90,0.053845
906.38,0.053931
906.86,0.054149
907.34,0.054452
907.83,0.054777
908.31,0.055071
908.79,0.055303
909.27,0.055469
909.75,0.055586
910.24,0.055684
910.72,0.055795
911.20,0.055942
911.68,0.056141
912.16,0.056397
912.65,0.056704
913.13,0.057048
913.61,0.057404
914.09,0.057745
914.58,0.058040
915.06,0.058273
915.54,0.058440
916.02,0.058561
916.50,0.058669
916.99,0.058802
917.47,0.058988
917.95,0.059238
918.43,0.059543
918.91,0.059880
919.40,0.060222
919.88,0.060555
920.36,0.060872
920.84,0.061180
921.33,0.061489
921.81,0.061802
922.29,0.062113
922.77,0.062406
923.25,0.062668
923.74,0.062893
924.22,0.063091
924.70,0.063281
925.18,0.063492
925.66,0.063748
926.15,0.064066
926.63,0.064452
927.11,0.064907
927.59,0.065426
928.07,0.066006
928.56,0.066641
929.04,0.067323
929.52,0.068034
930.00,0.068745
930.49,0.069427
930.97,0.070057
931.45,0.070627
931.93,0.071148
932.41,0.071651
932.90,0.072179
933.38,0.072770
933.86,0.073451
934.34,0.074231
934.82,0.075102
935.31,0.076042
935.79,0.077025
936.27,0.078030
936.75,0.079038
937.23,0.080044
937.72,0.081050
938.20,0.082070
938.68,0.083124
939.16,0.084239
939.65,0.085445
940.13,0.086762
940.61,0.088202
941.09,0.089753
941.57,0.091390
942.06,0.093068
942.54,0.094737
943.02,0.096354
943.50,0.097890
943.98,0.099337
944.47,0.100710
944.95,0.102045
945.43,0.103394
945.91,0.104806
946.39,0.106324
946.88,0.107967
947.36,0.109729
947.84,0.111573
948.32,0.113444
948.81,0.115290
949.29,0.117070
949.77,0.118772
950.25,0.120416
950.73,0.122041
951.22,0.123691
951.70,0.125394
952.18,0.127155
952.66,0.128957
953.14,0.130773
953.63,0.132583
954.11,0.134382
954.59,0.136181
955.07,0.137995
955.56,0.139826
956.04,0.141654
956.52,0.143432
957.00,0.145102
957.48,0.146610
957.97,0.147922
958.45,0.149028
958.93,0.149934
959.41,0.150651
959.89,0.151182
960.38,0.151522
960.86,0.151673
961.34,0.151649
961.82,0.151486
962.30,0.151231
962.79,0.150926
963.27,0.150586
963.75,0.150191
964.23,0.149697
964.72,0.149056
965.20,0.148254
965.68,0.147326
966.16,0.146358
966.64,0.145459
967.13,0.144738
967.61,0.144267
968.09,0.144069
968.57,0.144124
969.05,0.144394
969.54,0.144845
970.02,0.145465
970.50,0.146261
970.98,0.147243
971.47,0.148412
971.95,0.149745
972.43,0.151201
972.91,0.152739
973.39,0.154339
973.88,0.156010
974.36,0.157792
974.84,0.159732
975.32,0.161872
975.80,0.164229
976.29,0.166799
976.77,0.169563
977.25,0.172507
977.73,0.175628
978.21,0.178935
978.70,0.182436
979.18,0.186124
979.66,0.189965
980.14,0.193910
980.63,0.197913
981.11,0.201949
981.59,0.206027
982.07,0.210184
982.55,0.214467
983.04,0.218905
983.52,0.223499
984.00,0.228215
984.48,0.233010
984.96,0.237849
985.45,0.242725
985.93,0.247652
986.41,0.252657
986.89,0.257755
987.37,0.262939
987.86,0.268183
988.34,0.273453
988.82,0.278732
989.30,0.284031
989.79,0.289373
990.27,0.294782
990.75,0.300256
991.23,0.305764
991.71,0.311250
992.20,0.316663
992.68,0.321980
993.16,0.327216
993.64,0.332412
994.12,0.337611
994.61,0.342828
995.09,0.348041
995.57,0.353208
996.05,0.358285
996.54,0.363256
997.02,0.368139
997.50,0.372962
997.98,0.377738
998.46,0.382434
998.95,0.386973
999.43,0.391256
999.91,0.395213
1000.39,0.398835
1000.87,0.402193
1001.36,0.405395
1001.84,0.408559
1002.32,0.411752
1002.80,0.414971
1003.28,0.418151
1003.77,0.421209
1004.25,0.424079
1004.73,0.426743
1005.21,0.429227
1005.70,0.431588
1006.18,0.433884
1006.66,0.436165
1007.14,0.438465
1007.62,0.440812
1008.11,0.443220
1008.59,0.445677
1009.07,0.448123
1009.55,0.450448
1010.03,0.452500
1010.52,0.454135
1011.00,0.455282
1011.48,0.455981
1011.96,0.456380
1012.45,0.456672
1012.93,0.457030
1013.41,0.457513
1013.89,0.458049
1014.37,0.458460
1014.86,0.458565
1015.34,0.458259
1015.82,0.457564
1016.30,0.456612
1016.78,0.455570
1017.27,0.454555
1017.75,0.453563
1018.23,0.452485
1018.71,0.451156
1019.20,0.449462
1019.68,0.447391
1020.16,0.445052
1020.64,0.442611
1021.12,0.440230
1021.61,0.437996
1022.09,0.435896
1022.57,0.433857
1023.05,0.431794
1023.53,0.429667
1024.02,0.427489
1024.50,0.425305
1024.98,0.423146
1025.46,0.420996
1025.94,0.418794
1026.43,0.416463
1026.91,0.413955
1027.39,0.411279
1027.87,0.408497
1028.36,0.405686
1028.84,0.402891
1029.32,0.400101
1029.80,0.397255
1030.28,0.394290
1030.77,0.391181
1031.25,0.387976
1031.73,0.384770
1032.21,0.381674
1032.69,0.378745
1033.18,0.375957
1033.66,0.373203
1034.14,0.370350
1034.62,0.367301
1035.10,0.364037
1035.59,0.360634
1036.07,0.357219
1036.55,0.353927
1037.03,0.350833
1037.52,0.347939
1038.00,0.345183
1038.48,0.342486
1038.96,0.339787
1039.44,0.337069
1039.93,0.334355
1040.41,0.331692
1040.89,0.329118
1041.37,0.326649
1041.85,0.324279
1042.34,0.321991
1042.82,0.319768
1043.30,0.317593
1043.78,0.315443
1044.27,0.313281
1044.75,0.311052
1045.23,0.308706
1045.71,0.306214
1046.19,0.303593
1046.67,0.300905
1047.16,0.298238
1047.64,0.295675
1048.12,0.293255
1048.60,0.290963
1049.09,0.288732
1049.57,0.286485
1050.05,0.284162
1050.53,0.281751
1051.01,0.279280
1051.50,0.276808
1051.98,0.274385
1052.46,0.272034
1052.94,0.269748
1053.42,0.267500
1053.91,0.265267
1054.39,0.263042
1054.87,0.260835
1055.35,0.258660
1055.84,0.256515
1056.32,0.254382
1056.80,0.252230
1057.28,0.250038
1057.76,0.247809
1058.25,0.245585
1058.73,0.243429
1059.21,0.241399
1059.69,0.239518
1060.17,0.237759
1060.66,0.236054
1061.14,0.234315
1061.62,0.232465
1062.10,0.230470
1062.59,0.228340
1063.07,0.226116
1063.55,0.223841
1064.03,0.221551
1064.51,0.219259
1065.00,0.216963
1065.48,0.214664
1065.96,0.212377
1066.44,0.210129
1066.92,0.207950
1067.41,0.205860
1067.89,0.203859
1068.37,0.201926
1068.85,0.200033
1069.34,0.198159
1069.82,0.196303
1070.30,0.194477
1070.78,0.192698
1071.26,0.190971
1071.74,0.189283
1072.23,0.187606
1072.71,0.185911
1073.19,0.184189
1073.67,0.182459
1074.16,0.180766
1074.64,0.179157
1075.12,0.177668
1075.60,0.176295
1076.08,0.175007
1076.57,0.173744
1077.05,0.172448
1077.53,0.171085
1078.01,0.169650
1078.49,0.168160
1078.98,0.166649
1079.46,0.165144
1079.94,0.163662
1080.42,0.162206
1080.91,0.160778
1081.39,0.159381
1081.87,0.158030
1082.35,0.156741
1082.83,0.155527
1083.32,0.154386
1083.80,0.153305
1084.28,0.152262
1084.76,0.151239
1085.24,0.150226
1085.73,0.149225
1086.21,0.148247
1086.69,0.147302
1087.17,0.146392
1087.65,0.145502
1088.14,0.144609
1088.62,0.143685
1089.10,0.142705
1089.58,0.141652
1090.07,0.140521
1090.55,0.139314
1091.03,0.138047
1091.51,0.136746
1091.99,0.135456
1092.48,0.134226
1092.96,0.133106
1093.44,0.132131
1093.92,0.131299
1094.40,0.130571
1094.89,0.129867
1095.37,0.129093
1095.85,0.128161
1096.33,0.127016
1096.82,0.125651
1097.30,0.124108
1097.78,0.122453
1098.26,0.120755
1098.74,0.119066
1099.23,0.117414
1099.71,0.115801
1100.19,0.114222
1100.67,0.112674
1101.15,0.111167
1101.64,0.109719
1102.12,0.108345
1102.60,0.107048
1103.08,0.105811
1103.57,0.104603
1104.05,0.103382
1104.53,0.102113
1105.01,0.100776
1105.49,0.099370
1105.98,0.097911
1106.46,0.096423
1106.94,0.094935
1107.42,0.093470
1107.90,0.092043
1108.39,0.090663
1108.87,0.089327
1109.35,0.088025
1109.83,0.086738
1110.32,0.085444
1110.80,0.084123
1111.28,0.082763
1111.76,0.081370
1112.24,0.079961
1112.72,0.078565
1113.21,0.077208
1113.69,0.075907
1114.17,0.074662
1114.65,0.073454
1115.14,0.072251
1115.62,0.071023
1116.10,0.069743
1116.58,0.068400
1117.06,0.066992
1117.55,0.065528
1118.03,0.064021
1118.51,0.062482
1118.99,0.060925
1119.47,0.059361
1119.96,0.057805
1120.44,0.056266
1120.92,0.054752
1121.40,0.053263
1121.88,0.051790
1122.37,0.050322
1122.85,0.048848
1123.33,0.047368
1123.81,0.045890
1124.30,0.044432
1124.78,0.043013
1125.26,0.041641
1125.74,0.040314
1126.22,0.039014
1126.71,0.037718
1127.19,0.036408
1127.67,0.035082
1128.15,0.033757
1128.63,0.032465
1129.12,0.031243
1129.60,0.030117
1130.08,0.029097
1130.56,0.028172
1131.05,0.027316
1131.53,0.026499
1132.01,0.025697
1132.49,0.024898
