波数(cm-1),吸光度
675.45,0.022423
675.93,0.022226
676.41,0.022054
676.89,0.021831
677.37,0.021495
677.86,0.021023
678.34,0.020444
678.82,0.019835
679.30,0.019312
679.78,0.018987
680.27,0.018929
680.75,0.019140
681.23,0.019546
681.71,0.020019
682.20,0.020415
682.68,0.020620
683.16,0.020587
683.64,0.020339
684.12,0.019957
684.61,0.019542
685.09,0.019192
685.57,0.018964
686.05,0.018869
686.53,0.018884
687.02,0.018973
687.50,0.019103
687.98,0.019248
688.46,0.019396
688.94,0.019531
689.43,0.019627
689.91,0.019650
690.39,0.019564
690.87,0.019344
691.36,0.018997
691.84,0.018559
692.32,0.018100
692.80,0.017696
693.28,0.017424
693.77,0.017340
694.25,0.017469
694.73,0.017817
695.21,0.018371
695.69,0.019108
696.18,0.019998
696.66,0.020996
697.14,0.022042
697.62,0.023052
698.11,0.023931
698.59,0.024574
699.07,0.024886
699.55,0.024810
700.03,0.024334
700.52,0.023505
701.00,0.022415
701.48,0.021191
701.96,0.019971
702.44,0.018873
702.93,0.017995
703.41,0.017402
703.89,0.017116
704.37,0.017126
704.85,0.017384
705.34,0.017823
705.82,0.018358
706.30,0.018911
706.78,0.019421
707.27,0.019849
707.75,0.020186
708.23,0.020448
708.71,0.020665
709.19,0.020868
709.68,0.021075
710.16,0.021283
710.64,0.021473
711.12,0.021613
711.60,0.021672
712.09,0.021639
712.57,0.021518
713.05,0.021337
713.53,0.021129
714.01,0.020931
714.50,0.020765
714.98,0.020636
715.46,0.020533
715.94,0.020438
716.43,0.020336
716.91,0.020224
717.39,0.020112
717.87,0.020016
718.35,0.019953
718.84,0.019929
719.32,0.019934
719.80,0.019944
720.28,0.019934
720.76,0.019886
721.25,0.019802
721.73,0.019705
722.21,0.019629
722.69,0.019606
723.17,0.019650
723.66,0.019752
724.14,0.019877
724.62,0.019980
725.10,0.020018
725.59,0.019966
726.07,0.019822
726.55,0.019612
727.03,0.019371
727.51,0.019141
728.00,0.018955
728.48,0.018835
728.96,0.018795
729.44,0.018841
729.92,0.018977
730.41,0.019200
730.89,0.019491
731.37,0.019818
731.85,0.020130
732.34,0.020371
732.82,0.020497
733.30,0.020486
733.78,0.020356
734.26,0.020154
734.75,0.019948
735.23,0.019802
735.71,0.019750
736.19,0.019790
736.67,0.019876
737.16,0.019945
737.64,0.019923
738.12,0.019762
738.60,0.019444
739.08,0.018991
739.57,0.018451
740.05,0.017887
740.53,0.017366
741.01,0.016937
741.50,0.016634
741.98,0.016471
742.46,0.016441
742.94,0.016524
743.42,0.016690
743.91,0.016910
744.39,0.017162
744.87,0.017432
745.35,0.017718
745.83,0.018020
746.32,0.018332
746.80,0.018638
747.28,0.018905
747.76,0.019094
748.25,0.019169
748.73,0.019110
749.21,0.018927
749.69,0.018662
750.17,0.018383
750.66,0.018164
751.14,0.018068
751.62,0.018131
752.10,0.018352
752.58,0.018695
753.07,0.019090
753.55,0.019462
754.03,0.019726
754.51,0.019815
754.99,0.019694
755.48,0.019360
755.96,0.018858
756.44,0.018265
756.92,0.017688
757.41,0.017231
757.89,0.016969
758.37,0.016929
758.85,0.017079
759.33,0.017338
759.82,0.017598
760.30,0.017771
760.78,0.017808
761.26,0.017721
761.74,0.017566
762.23,0.017431
762.71,0.017393
763.19,0.017491
763.67,0.017717
764.15,0.018023
764.64,0.018347
765.12,0.018625
765.60,0.018819
766.08,0.018920
766.57,0.018945
767.05,0.018920
767.53,0.018876
768.01,0.018837
768.49,0.018820
768.98,0.018837
769.46,0.018886
769.94,0.018953
770.42,0.019006
770.90,0.018999
771.39,0.018883
771.87,0.018624
772.35,0.018221
772.83,0.017713
773.32,0.017175
773.80,0.016700
774.28,0.016361
774.76,0.016193
775.24,0.016180
775.73,0.016263
776.21,0.016359
776.69,0.016391
777.17,0.016313
777.65,0.016119
778.14,0.015840
778.62,0.015524
779.10,0.015227
779.58,0.014994
780.06,0.014858
780.55,0.014840
781.03,0.014957
781.51,0.015213
781.99,0.015605
782.48,0.016110
782.96,0.016689
783.44,0.017281
783.92,0.017826
784.40,0.018264
784.89,0.018557
785.37,0.018691
785.85,0.018674
786.33,0.018530
786.81,0.018286
787.30,0.017968
787.78,0.017599
788.26,0.017198
788.74,0.016787
789.23,0.016385
789.71,0.016009
790.19,0.015672
790.67,0.015381
791.15,0.015133
791.64,0.014926
792.12,0.014757
792.60,0.014622
793.08,0.014519
793.56,0.014443
794.05,0.014384
794.53,0.014330
795.01,0.014275
795.49,0.014228
795.97,0.014214
796.46,0.014270
796.94,0.014437
797.42,0.014746
797.90,0.015198
798.39,0.015766
798.87,0.016396
799.35,0.017023
799.83,0.017588
800.31,0.018050
800.80,0.018394
801.28,0.018623
801.76,0.018749
802.24,0.018778
802.72,0.018714
803.21,0.018554
803.69,0.018303
804.17,0.017977
804.65,0.017605
805.13,0.017228
805.62,0.016885
806.10,0.016606
806.58,0.016412
807.06,0.016312
807.55,0.016310
808.03,0.016407
808.51,0.016598
808.99,0.016870
809.47,0.017193
809.96,0.017517
810.44,0.017782
810.92,0.017920
811.40,0.017882
811.88,0.017645
812.37,0.017225
812.85,0.016668
813.33,0.016044
813.81,0.015432
814.30,0.014900
814.78,0.014500
815.26,0.014256
815.74,0.014160
816.22,0.014180
816.71,0.014265
817.19,0.014365
817.67,0.014442
818.15,0.014487
818.63,0.014526
819.12,0.014613
819.60,0.014811
820.08,0.015165
820.56,0.015675
821.04,0.016283
821.53,0.016884
822.01,0.017345
822.49,0.017548
822.97,0.017433
823.46,0.017015
823.94,0.016385
824.42,0.015678
824.90,0.015043
825.38,0.014586
825.87,0.014361
826.35,0.014353
826.83,0.014504
827.31,0.014730
827.79,0.014948
828.28,0.015104
828.76,0.015166
829.24,0.015127
829.72,0.014994
830.21,0.014781
830.69,0.014506
831.17,0.014193
831.65,0.013876
832.13,0.013595
832.62,0.013396
833.10,0.013321
833.58,0.013403
834.06,0.013652
834.54,0.014063
835.03,0.014609
835.51,0.015252
835.99,0.015945
836.47,0.016646
836.95,0.017313
837.44,0.017910
837.92,0.018404
838.40,0.018761
838.88,0.018955
839.37,0.018966
839.85,0.018786
840.33,0.018430
840.81,0.017933
841.29,0.017357
841.78,0.016784
842.26,0.016300
842.74,0.015983
843.22,0.015884
843.70,0.016011
844.19,0.016333
844.67,0.016785
845.15,0.017284
845.63,0.017742
846.11,0.018089
846.60,0.018274
847.08,0.018271
847.56,0.018079
848.04,0.017721
848.53,0.017244
849.01,0.016713
849.49,0.016211
849.97,0.015827
850.45,0.015632
850.94,0.015666
851.42,0.015921
851.90,0.016345
852.38,0.016853
852.86,0.017354
853.35,0.017781
853.83,0.018101
854.31,0.018320
854.79,0.018468
855.27,0.018582
855.76,0.018686
856.24,0.018785
856.72,0.018873
857.20,0.018952
857.69,0.019035
858.17,0.019158
858.65,0.019362
859.13,0.019680
859.61,0.020119
860.10,0.020658
860.58,0.021255
861.06,0.021870
861.54,0.022480
862.02,0.023094
862.51,0.023740
862.99,0.024451
863.47,0.025240
863.95,0.026084
864.44,0.026927
864.92,0.027695
865.40,0.028323
865.88,0.028779
866.36,0.029075
866.85,0.029260
867.33,0.029403
867.81,0.029575
868.29,0.029827
868.77,0.030193
869.26,0.030684
869.74,0.031295
870.22,0.031999
870.70,0.032750
871.18,0.033482
871.67,0.034104
872.15,0.034515
872.63,0.034637
873.11,0.034422
873.60,0.033878
874.08,0.033069
874.56,0.032098
875.04,0.031080
875.52,0.030109
876.01,0.029253
876.49,0.028536
876.97,0.027956
877.45,0.027490
877.93,0.027112
878.42,0.026797
878.90,0.026524
879.38,0.026273
879.86,0.026026
880.35,0.025764
880.83,0.025470
881.31,0.025130
881.79,0.024729
882.27,0.024254
882.76,0.023686
883.24,0.023012
883.72,0.022230
884.20,0.021359
884.68,0.020444
885.17,0.019550
885.65,0.018752
886.13,0.018109
886.61,0.017646
887.09,0.017350
887.58,0.017173
888.06,0.017052
888.54,0.016928
889.02,0.016770
889.51,0.016578
889.99,0.016379
890.47,0.016205
890.95,0.016087
891.43,0.016038
891.92,0.016054
892.40,0.016123
892.88,0.016228
893.36,0.016358
893.84,0.016501
894.33,0.016641
894.81,0.016760
895.29,0.016836
895.77,0.016854
896.25,0.016821
896.74,0.016769
897.22,0.016749
897.70,0.016818
898.18,0.017019
898.67,0.017358
899.15,0.017802
899.63,0.018287
900.11,0.018739
900.59,0.019099
901.08,0.019338
901.56,0.019462
902.04,0.019500
902.52,0.019486
903.00,0.019443
903.49,0.019376
903.97,0.019273
904.45,0.019127
904.93,0.018937
905.42,0.018726
905.90,0.018529
906.38,0.018384
906.86,0.018319
907.34,0.018335
907.83,0.018407
908.31,0.018489
908.79,0.018535
909.27,0.018507
909.75,0.018396
910.24,0.018224
910.72,0.018045
911.20,0.017920
911.68,0.017917
912.16,0.018075
912.65,0.018402
913.13,0.018865
913.61,0.019393
914.09,0.019906
914.58,0.020327
915.06,0.020611
915.54,0.020757
916.02,0.020808
916.50,0.020831
916.99,0.020890
917.47,0.021022
917.95,0.021218
918.43,0.021430
918.91,0.021584
919.40,0.021620
919.88,0.021515
920.36,0.021306
920.84,0.021069
921.33,0.020908
921.81,0.020917
922.29,0.021142
922.77,0.021576
923.25,0.022158
923.74,0.022801
924.22,0.023414
924.70,0.023936
925.18,0.024344
925.66,0.024650
926.15,0.024884
926.63,0.025072
927.11,0.025225
927.59,0.025332
928.07,0.025374
928.56,0.025334
929.04,0.025221
929.52,0.025067
930.00,0.024935
930.49,0.024892
930.97,0.024996
931.45,0.025271
931.93,0.025702
932.41,0.026239
932.90,0.026811
933.38,0.027357
933.86,0.027840
934.34,0.028263
934.82,0.028661
935.31,0.029088
935.79,0.029591
936.27,0.030186
936.75,0.030855
937.23,0.031544
937.72,0.032187
938.20,0.032723
938.68,0.033117
939.16,0.033373
939.65,0.033524
940.13,0.033620
940.61,0.033713
941.09,0.033848
941.57,0.034053
942.06,0.034344
942.54,0.034726
943.02,0.035201
943.50,0.035766
943.98,0.036411
944.47,0.037121
944.95,0.037874
945.43,0.038649
945.91,0.039430
946.39,0.040207
946.88,0.040977
947.36,0.041737
947.84,0.042481
948.32,0.043193
948.81,0.043852
949.29,0.044442
949.77,0.044959
950.25,0.045415
950.73,0.045837
951.22,0.046254
951.70,0.046685
952.18,0.047134
952.66,0.047593
953.14,0.048054
953.63,0.048522
954.11,0.049021
954.59,0.049594
955.07,0.050277
955.56,0.051084
956.04,0.051986
956.52,0.052915
957.00,0.053788
957.48,0.054528
957.97,0.055100
958.45,0.055522
958.93,0.055859
959.41,0.056190
959.89,0.056573
960.38,0.057024
960.86,0.057512
961.34,0.057974
961.82,0.058342
962.30,0.058572
962.79,0.058654
963.27,0.058607
963.75,0.058457
964.23,0.058224
964.72,0.057906
965.20,0.057495
965.68,0.056985
966.16,0.056398
966.64,0.055780
967.13,0.055203
967.61,0.054739
968.09,0.054436
968.57,0.054312
969.05,0.054350
969.54,0.054519
970.02,0.054791
970.50,0.055159
970.98,0.055639
971.47,0.056255
971.95,0.057021
972.43,0.057921
972.91,0.058905
973.39,0.059902
973.88,0.060841
974.36,0.061676
974.84,0.062406
975.32,0.063069
975.80,0.063733
976.29,0.064468
976.77,0.065327
977.25,0.066333
977.73,0.067477
978.21,0.068729
978.70,0.070052
979.18,0.071421
979.66,0.072829
980.14,0.074286
980.63,0.075810
981.11,0.077426
981.59,0.079144
982.07,0.080959
982.55,0.082842
983.04,0.084751
983.52,0.086631
984.00,0.088428
984.48,0.090105
984.96,0.091645
985.45,0.093063
985.93,0.094396
986.41,0.095702
986.89,0.097048
987.37,0.098491
987.86,0.100078
988.34,0.101829
988.82,0.103733
989.30,0.105749
989.79,0.107808
990.27,0.109826
990.75,0.111717
991.23,0.113417
991.71,0.114906
992.20,0.116216
992.68,0.117426
993.16,0.118643
993.64,0.119980
994.12,0.121513
994.61,0.123272
995.09,0.125224
995.57,0.127301
996.05,0.129417
996.54,0.131493
997.02,0.133480
997.50,0.135360
997.98,0.137137
998.46,0.138825
998.95,0.140436
999.43,0.141976
999.91,0.143449
1000.39,0.144862
1000.87,0.146229
1001.36,0.147563
1001.84,0.148874
1002.32,0.150156
1002.80,0.151394
1003.28,0.152564
1003.77,0.153646
1004.25,0.154637
1004.73,0.155556
1005.21,0.156438
1005.70,0.157327
1006.18,0.158265
1006.66,0.159277
1007.14,0.160368
1007.62,0.161525
1008.11,0.162715
1008.59,0.163890
1009.07,0.164989
1009.55,0.165948
1010.03,0.166706
1010.52,0.167221
1011.00,0.167485
1011.48,0.167526
1011.96,0.167407
1012.45,0.167206
1012.93,0.166999
1013.41,0.166844
1013.89,0.166770
1014.37,0.166787
1014.86,0.166904
1015.34,0.167132
1015.82,0.167495
1016.30,0.168005
1016.78,0.168655
1017.27,0.169387
1017.75,0.170106
1018.23,0.170685
1018.71,0.170998
1019.20,0.170966
1019.68,0.170574
1020.16,0.169875
1020.64,0.168964
1021.12,0.167956
1021.61,0.166945
1022.09,0.165988
1022.57,0.165111
1023.05,0.164312
1023.53,0.163579
1024.02,0.162894
1024.50,0.162237
1024.98,0.161584
1025.46,0.160901
1025.94,0.160151
1026.43,0.159309
1026.91,0.158372
1027.39,0.157360
1027.87,0.156316
1028.36,0.155288
1028.84,0.154305
1029.32,0.153371
1029.80,0.152461
1030.28,0.151539
1030.77,0.150568
1031.25,0.149534
1031.73,0.148449
1032.21,0.147344
1032.69,0.146259
1033.18,0.145228
1033.66,0.144273
1034.14,0.143401
1034.62,0.142613
1035.10,0.141903
1035.59,0.141264
1036.07,0.140679
1036.55,0.140115
1037.03,0.139526
1037.52,0.138858
1038.00,0.138058
1038.48,0.137100
1038.96,0.135987
1039.44,0.134757
1039.93,0.133468
1040.41,0.132182
1040.89,0.130953
1041.37,0.129807
1041.85,0.128753
1042.34,0.127779
1042.82,0.126867
1043.30,0.125999
1043.78,0.125161
1044.27,0.124342
1044.75,0.123538
1045.23,0.122744
1045.71,0.121962
1046.19,0.121194
1046.67,0.120449
1047.16,0.119729
1047.64,0.119032
1048.12,0.118348
1048.60,0.117654
1049.09,0.116928
1049.57,0.116149
1050.05,0.115310
1050.53,0.114421
1051.01,0.113502
1051.50,0.112581
1051.98,0.111685
1052.46,0.110829
1052.94,0.110014
1053.42,0.109224
1053.91,0.108437
1054.39,0.107621
1054.87,0.106745
1055.35,0.105787
1055.84,0.104737
1056.32,0.103608
1056.80,0.102430
1057.28,0.101257
1057.76,0.100146
1058.25,0.099145
1058.73,0.098278
1059.21,0.097538
1059.69,0.096886
1060.17,0.096270
1060.66,0.095644
1061.14,0.094984
1061.62,0.094294
1062.10,0.093600
1062.59,0.092934
1063.07,0.092312
1063.55,0.091724
1064.03,0.091132
1064.51,0.090484
1065.00,0.089740
1065.48,0.088878
1065.96,0.087911
1066.44,0.086871
1066.92,0.085804
1067.41,0.084742
1067.89,0.083705
1068.37,0.082694
1068.85,0.081706
1069.34,0.080740
1069.82,0.079811
1070.30,0.078943
1070.78,0.078162
1071.26,0.077487
1071.74,0.076917
1072.23,0.076436
1072.71,0.076010
1073.19,0.075606
1073.67,0.075188
1074.16,0.074733
1074.64,0.074226
1075.12,0.073658
1075.60,0.073030
1076.08,0.072349
1076.57,0.071633
1077.05,0.070906
1077.53,0.070191
1078.01,0.069508
1078.49,0.068862
1078.98,0.068243
1079.46,0.067628
1079.94,0.066995
1080.42,0.066336
1080.91,0.065660
1081.39,0.064994
1081.87,0.064373
1082.35,0.063829
1082.83,0.063375
1083.32,0.063004
1083.80,0.062691
1084.28,0.062407
1084.76,0.062129
1085.24,0.061846
1085.73,0.061557
1086.21,0.061265
1086.69,0.060968
1087.17,0.060658
1087.65,0.060320
1088.14,0.059945
1088.62,0.059531
1089.10,0.059087
1089.58,0.058627
1090.07,0.058158
1090.55,0.057676
1091.03,0.057159
1091.51,0.056580
1091.99,0.055918
1092.48,0.055175
1092.96,0.054379
1093.44,0.053581
1093.92,0.052835
1094.40,0.052185
1094.89,0.051646
1095.37,0.051203
1095.85,0.050816
1096.33,0.050436
1096.82,0.050024
1097.30,0.049554
1097.78,0.049021
1098.26,0.048434
1098.74,0.047812
1099.23,0.047172
1099.71,0.046533
1100.19,0.045914
1100.67,0.045330
1101.15,0.044791
1101.64,0.044294
1102.12,0.043824
1102.60,0.043349
1103.08,0.042833
1103.57,0.042245
1104.05,0.041571
1104.53,0.040825
1105.01,0.040039
1105.49,0.039259
1105.98,0.038526
1106.46,0.037862
1106.94,0.037268
1107.42,0.036730
1107.90,0.036227
1108.39,0.035743
1108.87,0.035267
1109.35,0.034798
1109.83,0.034327
1110.32,0.033836
1110.80,0.033293
1111.28,0.032658
1111.76,0.031906
1112.24,0.031030
1112.72,0.030056
1113.21,0.029032
1113.69,0.028013
1114.17,0.027048
1114.65,0.026157
1115.14,0.025336
1115.62,0.024557
1116.10,0.023794
1116.58,0.023033
1117.06,0.022279
1117.55,0.021555
1118.03,0.020886
1118.51,0.020283
1118.99,0.019734
1119.47,0.019202
1119.96,0.018636
1120.44,0.017998
1120.92,0.017269
1121.40,0.016461
1121.88,0.015612
1122.37,0.014773
1122.85,0.013984
1123.33,0.013263
1123.81,0.012599
1124.30,0.011964
1124.78,0.011317
1125.26,0.010629
1125.74,0.009886
1126.22,0.009100
1126.71,0.008295
1127.19,0.007506
1127.67,0.006767
1128.15,0.006101
1128.63,0.005521
1129.12,0.005029
1129.60,0.004616
1130.08,0.004269
1130.56,0.003972
1131.05,0.003707
1131.53,0.003457
