角度(2θ),强度
10.45563245,2759
10.46876273,2708
10.48189302,2695
10.4950233,2682
10.50815358,2629
10.52128386,2756
10.53441415,2738
10.54754443,2600
10.56067471,2631
10.573805,2630
10.58693528,2695
10.60006556,2667
10.61319584,2675
10.62632613,2679
10.63945641,2679
10.65258669,2611
10.66571697,2567
10.67884726,2647
10.69197754,2709
10.70510782,2608
10.71823811,2692
10.73136839,2568
10.74449867,2669
10.75762895,2565
10.77075924,2728
10.78388952,2610
10.7970198,2634
10.81015008,2787
10.82328037,2551
10.83641065,2527
10.84954093,2606
10.86267121,2689
10.8758015,2603
10.88893178,2567
10.90206206,2513
10.91519235,2602
10.92832263,2598
10.94145291,2656
10.95458319,2597
10.96771348,2602
10.98084376,2611
10.99397404,2552
11.00710432,2478
11.02023461,2512
11.03336489,2584
11.04649517,2619
11.05962545,2577
11.07275574,2577
11.08588602,2684
11.0990163,2524
11.11214659,2603
11.12527687,2570
11.13840715,2559
11.15153743,2610
11.16466772,2556
11.177798,2553
11.19092828,2529
11.20405856,2580
11.21718885,2554
11.23031913,2501
11.24344941,2520
11.25657969,2509
11.26970998,2605
11.28284026,2581
11.29597054,2535
11.30910083,2423
11.32223111,2422
11.33536139,2484
11.34849167,2482
11.36162196,2454
11.37475224,2467
11.38788252,2463
11.4010128,2463
11.41414309,2493
11.42727337,2483
11.44040365,2472
11.45353394,2486
11.46666422,2450
11.4797945,2522
11.49292478,2450
11.50605507,2472
11.51918535,2516
11.53231563,2444
11.54544591,2436
11.5585762,2429
11.57170648,2411
11.58483676,2364
11.59796704,2387
11.61109733,2449
11.62422761,2556
11.63735789,2477
11.65048818,2471
11.66361846,2483
11.67674874,2394
11.68987902,2464
11.70300931,2408
11.71613959,2331
11.72926987,2392
11.74240015,2435
11.75553044,2411
11.76866072,2404
11.781791,2419
11.79492128,2430
11.80805157,2390
11.82118185,2444
11.83431213,2423
11.84744242,2443
11.8605727,2435
11.87370298,2449
11.88683326,2307
11.89996355,2381
11.91309383,2342
11.92622411,2510
11.93935439,2380
11.95248468,2429
11.96561496,2509
11.97874524,2405
11.99187552,2386
12.00500581,2371
12.01813609,2344
12.03126637,2400
12.04439666,2425
12.05752694,2333
12.07065722,2296
12.0837875,2448
12.09691779,2437
12.11004807,2354
12.12317835,2316
12.13630863,2266
12.14943892,2302
12.1625692,2300
12.17569948,2344
12.18882976,2389
12.20196005,2257
12.21509033,2349
12.22822061,2388
12.2413509,2344
12.25448118,2425
12.26761146,2332
12.28074174,2317
12.29387203,2362
12.30700231,2374
12.32013259,2269
12.33326287,2370
12.34639316,2287
12.35952344,2247
12.37265372,2314
12.38578401,2314
12.39891429,2400
12.41204457,2329
12.42517485,2370
12.43830514,2357
12.45143542,2386
12.4645657,2264
12.47769598,2317
12.49082627,2359
12.50395655,2275
12.51708683,2336
12.53021711,2364
12.5433474,2348
12.55647768,2341
12.56960796,2284
12.58273825,2259
12.59586853,2326
12.60899881,2392
12.62212909,2341
12.63525938,2320
12.64838966,2369
12.66151994,2376
12.67465022,2310
12.68778051,2334
12.70091079,2339
12.71404107,2280
12.72717135,2270
12.74030164,2264
12.75343192,2347
12.7665622,2177
12.77969249,2217
12.79282277,2252
12.80595305,2296
12.81908333,2264
12.83221362,2297
12.8453439,2266
12.85847418,2238
12.87160446,2232
12.88473475,2251
12.89786503,2382
12.91099531,2352
12.92412559,2204
12.93725588,2159
12.95038616,2323
12.96351644,2230
12.97664673,2265
12.98977701,2178
13.00290729,2187
13.01603757,2222
13.02916786,2247
13.04229814,2271
13.05542842,2256
13.0685587,2245
13.08168899,2257
13.09481927,2277
13.10794955,2281
13.12107984,2291
13.13421012,2212
13.1473404,2261
13.16047068,2237
13.17360097,2261
13.18673125,2143
13.19986153,2230
13.21299181,2201
13.2261221,2167
13.23925238,2249
13.25238266,2125
13.26551294,2221
13.27864323,2174
13.29177351,2164
13.30490379,2133
13.31803408,2206
13.33116436,2193
13.34429464,2170
13.35742492,2220
13.37055521,2185
13.38368549,2157
13.39681577,2171
13.40994605,2185
13.42307634,2160
13.43620662,2128
13.4493369,2250
13.46246718,2128
13.47559747,2216
13.48872775,2211
13.50185803,2161
13.51498832,2257
13.5281186,2242
13.54124888,2217
13.55437916,2124
13.56750945,2279
13.58063973,2196
13.59377001,2158
13.60690029,2130
13.62003058,2178
13.63316086,2169
13.64629114,2176
13.65942142,2148
13.67255171,2208
13.68568199,2242
13.69881227,2133
13.71194256,2130
13.72507284,2112
13.73820312,2277
13.7513334,2193
13.76446369,2098
13.77759397,2191
13.79072425,2181
13.80385453,2075
13.81698482,2066
13.8301151,2110
13.84324538,2147
13.85637566,2087
13.86950595,2141
13.88263623,2093
13.89576651,2057
13.9088968,2147
13.92202708,2245
13.93515736,2156
13.94828764,2192
13.96141793,2236
13.97454821,2132
13.98767849,2174
14.00080877,2175
14.01393906,2111
14.02706934,2148
14.04019962,2084
14.05332991,2121
14.06646019,2130
14.07959047,2063
14.09272075,2038
14.10585104,2089
14.11898132,2130
14.1321116,2114
14.14524188,2076
14.15837217,2157
14.17150245,2096
14.18463273,2080
14.19776301,2064
14.2108933,2135
14.22402358,2090
14.23715386,2054
14.25028415,2083
14.26341443,2044
14.27654471,2071
14.28967499,2055
14.30280528,2125
14.31593556,2040
14.32906584,2061
14.34219612,2080
14.35532641,2089
14.36845669,2077
14.38158697,2097
14.39471725,2103
14.40784754,2025
14.42097782,2081
14.4341081,2056
14.44723839,2219
14.46036867,2093
14.47349895,2120
14.48662923,1996
14.49975952,2076
14.5128898,2066
14.52602008,2114
14.53915036,2104
14.55228065,2117
14.56541093,2074
14.57854121,2073
14.59167149,2078
14.60480178,2045
14.61793206,2008
14.63106234,2126
14.64419263,2074
14.65732291,1931
14.67045319,2050
14.68358347,2093
14.69671376,2145
14.70984404,2022
14.72297432,1986
14.7361046,1965
14.74923489,2071
14.76236517,2117
14.77549545,2047
14.78862574,2078
14.80175602,1999
14.8148863,2041
14.82801658,2083
14.84114687,1943
14.85427715,2011
14.86740743,1942
14.88053771,2136
14.893668,2097
14.90679828,2071
14.91992856,2171
14.93305884,2123
14.94618913,2047
14.95931941,2030
14.97244969,1998
14.98557998,2038
14.99871026,2051
15.01184054,1855
15.02497082,2030
15.03810111,1953
15.05123139,2019
15.06436167,1945
15.07749195,2031
15.09062224,2035
15.10375252,2008
15.1168828,2069
15.13001308,1973
15.14314337,1930
15.15627365,1989
15.16940393,1947
15.18253422,1928
15.1956645,1941
15.20879478,1990
15.22192506,1978
15.23505535,2002
15.24818563,2025
15.26131591,2046
15.27444619,2109
15.28757648,1998
15.30070676,1917
15.31383704,1915
15.32696732,1993
15.34009761,2007
15.35322789,2002
15.36635817,1924
15.37948846,2022
15.39261874,1953
15.40574902,2035
15.4188793,1976
15.43200959,1948
15.44513987,1926
15.45827015,1912
15.47140043,2004
15.48453072,1924
15.497661,1945
15.51079128,1979
15.52392157,2017
15.53705185,2006
15.55018213,2052
15.56331241,1934
15.5764427,2108
15.58957298,2033
15.60270326,1953
15.61583354,1913
15.62896383,2020
15.64209411,1933
15.65522439,1940
15.66835467,1883
15.68148496,1965
15.69461524,1919
15.70774552,2031
15.72087581,1927
15.73400609,1970
15.74713637,1942
15.76026665,1967
15.77339694,1945
15.78652722,1889
15.7996575,1917
15.81278778,1908
15.82591807,1927
15.83904835,1912
15.85217863,1915
15.86530891,1911
15.8784392,1943
15.89156948,1864
15.90469976,1943
15.91783005,1892
15.93096033,1955
15.94409061,1984
15.95722089,1959
15.97035118,1919
15.98348146,2013
15.99661174,1902
16.00974202,1908
16.02287231,1866
16.03600259,1929
16.04913287,1882
16.06226315,1864
16.07539344,1902
16.08852372,1944
16.101654,1817
16.11478429,1921
16.12791457,1877
16.14104485,1878
16.15417513,1892
16.16730542,1932
16.1804357,1893
16.19356598,1899
16.20669626,1948
16.21982655,1968
16.23295683,1985
16.24608711,1876
16.25921739,1881
16.27234768,1867
16.28547796,1901
16.29860824,1930
16.31173853,1897
16.32486881,1981
16.33799909,1860
16.35112937,1909
16.36425966,1923
16.37738994,1916
16.39052022,1875
16.4036505,1837
16.41678079,1806
16.42991107,1847
16.44304135,1867
16.45617164,1900
16.46930192,1953
16.4824322,1873
16.49556248,1849
16.50869277,1968
16.52182305,1899
16.53495333,1909
16.54808361,1946
16.5612139,1887
16.57434418,1939
16.58747446,1943
16.60060474,1880
16.61373503,1852
16.62686531,1897
16.63999559,1847
16.65312588,1819
16.66625616,1852
16.67938644,1889
16.69251672,1856
16.70564701,1836
16.71877729,1907
16.73190757,1830
16.74503785,1879
16.75816814,1830
16.77129842,1894
16.7844287,1915
16.79755898,1925
16.81068927,1876
16.82381955,1835
16.83694983,1838
16.85008012,1818
16.8632104,1924
16.87634068,1912
16.88947096,1861
16.90260125,1957
16.91573153,1866
16.92886181,1889
16.94199209,1911
16.95512238,1868
16.96825266,1857
16.98138294,1816
16.99451322,1929
17.00764351,1801
17.02077379,1785
17.03390407,1827
17.04703436,1843
17.06016464,1811
17.07329492,1830
17.0864252,1759
17.09955549,1894
17.11268577,1874
17.12581605,1863
17.13894633,1748
17.15207662,1745
17.1652069,1822
17.17833718,1885
17.19146747,1791
17.20459775,1890
17.21772803,1800
17.23085831,1777
17.2439886,1739
17.25711888,1818
17.27024916,1820
17.28337944,1899
17.29650973,1873
17.30964001,1776
17.32277029,1780
17.33590057,1693
17.34903086,1802
17.36216114,1791
17.37529142,1838
17.38842171,1805
17.40155199,1800
17.41468227,1813
17.42781255,1738
17.44094284,1761
17.45407312,1806
17.4672034,1788
17.48033368,1742
17.49346397,1791
17.50659425,1699
17.51972453,1678
17.53285481,1742
17.5459851,1802
17.55911538,1778
17.57224566,1715
17.58537595,1750
17.59850623,1804
17.61163651,1778
17.62476679,1754
17.63789708,1760
17.65102736,1799
17.66415764,1726
17.67728792,1763
17.69041821,1791
17.70354849,1768
17.71667877,1838
17.72980905,1768
17.74293934,1825
17.75606962,1762
17.7691999,1720
17.78233019,1725
17.79546047,1774
17.80859075,1791
17.82172103,1765
17.83485132,1767
17.8479816,1722
17.86111188,1760
17.87424216,1715
17.88737245,1741
17.90050273,1705
17.91363301,1670
17.92676329,1723
17.93989358,1745
17.95302386,1801
17.96615414,1794
17.97928443,1831
17.99241471,1752
18.00554499,1823
18.01867527,1821
18.03180556,1704
18.04493584,1794
18.05806612,1687
18.0711964,1717
18.08432669,1668
18.09745697,1676
18.11058725,1725
18.12371754,1733
18.13684782,1709
18.1499781,1691
18.16310838,1689
18.17623867,1643
18.18936895,1747
18.20249923,1741
18.21562951,1693
18.2287598,1737
18.24189008,1722
18.25502036,1732
18.26815064,1730
18.28128093,1792
18.29441121,1714
18.30754149,1667
18.32067178,1755
18.33380206,1671
18.34693234,1695
18.36006262,1722
18.37319291,1700
18.38632319,1756
18.39945347,1674
18.41258375,1677
18.42571404,1729
18.43884432,1732
18.4519746,1821
18.46510488,1767
18.47823517,1701
18.49136545,1764
18.50449573,1827
18.51762602,1713
18.5307563,1683
18.54388658,1633
18.55701686,1764
18.57014715,1639
18.58327743,1638
18.59640771,1708
18.60953799,1731
18.62266828,1749
18.63579856,1676
18.64892884,1662
18.66205912,1693
18.67518941,1577
18.68831969,1657
18.70144997,1708
18.71458026,1636
18.72771054,1742
18.74084082,1687
18.7539711,1718
18.76710139,1620
18.78023167,1609
18.79336195,1733
18.80649223,1671
18.81962252,1592
18.8327528,1678
18.84588308,1664
18.85901337,1646
18.87214365,1647
18.88527393,1696
18.89840421,1677
18.9115345,1693
18.92466478,1702
18.93779506,1692
18.95092534,1712
18.96405563,1636
18.97718591,1681
18.99031619,1682
19.00344647,1646
19.01657676,1577
19.02970704,1628
19.04283732,1546
19.05596761,1705
19.06909789,1735
19.08222817,1630
19.09535845,1663
19.10848874,1629
19.12161902,1706
19.1347493,1616
19.14787958,1615
19.16100987,1639
19.17414015,1631
19.18727043,1653
19.20040071,1648
19.213531,1715
19.22666128,1637
19.23979156,1636
19.25292185,1642
19.26605213,1675
19.27918241,1622
19.29231269,1646
19.30544298,1699
19.31857326,1636
19.33170354,1638
19.34483382,1623
19.35796411,1644
19.37109439,1594
19.38422467,1608
19.39735495,1641
19.41048524,1552
19.42361552,1604
19.4367458,1645
19.44987609,1650
19.46300637,1571
19.47613665,1669
19.48926693,1675
19.50239722,1654
19.5155275,1713
19.52865778,1620
19.54178806,1636
19.55491835,1631
19.56804863,1614
19.58117891,1593
19.59430919,1574
19.60743948,1612
19.62056976,1665
19.63370004,1594
19.64683033,1587
19.65996061,1655
19.67309089,1577
19.68622117,1647
19.69935146,1569
19.71248174,1627
19.72561202,1532
19.7387423,1655
19.75187259,1688
19.76500287,1615
19.77813315,1624
19.79126344,1608
19.80439372,1653
19.817524,1656
19.83065428,1601
19.84378457,1646
19.85691485,1610
19.87004513,1605
19.88317541,1607
19.8963057,1647
19.90943598,1648
19.92256626,1591
19.93569654,1651
19.94882683,1619
19.96195711,1571
19.97508739,1564
19.98821768,1748
20.00134796,1538
20.01447824,1656
20.02760852,1679
20.04073881,1635
20.05386909,1605
20.06699937,1647
20.08012965,1643
20.09325994,1615
20.10639022,1614
20.1195205,1576
20.13265078,1514
20.14578107,1676
20.15891135,1615
20.17204163,1630
20.18517192,1603
20.1983022,1578
20.21143248,1649
20.22456276,1617
20.23769305,1673
20.25082333,1661
20.26395361,1605
20.27708389,1591
20.29021418,1591
20.30334446,1569
20.31647474,1562
20.32960502,1600
20.34273531,1492
20.35586559,1540
20.36899587,1622
20.38212616,1596
20.39525644,1661
20.40838672,1550
20.421517,1579
20.43464729,1558
20.44777757,1556
20.46090785,1583
20.47403813,1555
20.48716842,1555
20.5002987,1618
20.51342898,1606
20.52655927,1563
20.53968955,1507
20.55281983,1545
20.56595011,1545
20.5790804,1549
20.59221068,1604
20.60534096,1549
20.61847124,1573
20.63160153,1519
20.64473181,1520
20.65786209,1511
20.67099237,1489
20.68412266,1575
20.69725294,1478
20.71038322,1506
20.72351351,1559
20.73664379,1547
20.74977407,1566
20.76290435,1534
20.77603464,1536
20.78916492,1593
20.8022952,1473
20.81542548,1578
20.82855577,1538
20.84168605,1552
20.85481633,1556
20.86794661,1579
20.8810769,1515
20.89420718,1521
20.90733746,1593
20.92046775,1544
20.93359803,1518
20.94672831,1498
20.95985859,1492
20.97298888,1619
20.98611916,1535
20.99924944,1518
21.01237972,1554
21.02551001,1439
21.03864029,1499
21.05177057,1512
21.06490085,1565
21.07803114,1535
21.09116142,1434
21.1042917,1571
21.11742199,1493
21.13055227,1472
21.14368255,1495
21.15681283,1547
21.16994312,1471
21.1830734,1485
21.19620368,1586
21.20933396,1484
21.22246425,1595
21.23559453,1516
21.24872481,1564
21.26185509,1549
21.27498538,1504
21.28811566,1537
21.30124594,1501
21.31437623,1521
21.32750651,1522
21.34063679,1512
21.35376707,1495
21.36689736,1543
21.38002764,1532
21.39315792,1519
21.4062882,1521
21.41941849,1502
21.43254877,1463
21.44567905,1480
21.45880934,1492
21.47193962,1480
21.4850699,1625
21.49820018,1447
21.51133047,1462
21.52446075,1487
21.53759103,1520
21.55072131,1455
21.5638516,1548
21.57698188,1530
21.59011216,1480
21.60324244,1569
21.61637273,1526
21.62950301,1423
21.64263329,1480
21.65576358,1551
21.66889386,1423
21.68202414,1565
21.69515442,1513
21.70828471,1433
21.72141499,1422
21.73454527,1493
21.74767555,1581
21.76080584,1459
21.77393612,1548
21.7870664,1499
21.80019668,1477
21.81332697,1467
21.82645725,1428
21.83958753,1497
21.85271782,1497
21.8658481,1477
21.87897838,1464
21.89210866,1498
21.90523895,1503
21.91836923,1552
21.93149951,1464
21.94462979,1466
21.95776008,1580
21.97089036,1475
21.98402064,1502
21.99715092,1462
22.01028121,1557
22.02341149,1442
22.03654177,1529
22.04967206,1468
22.06280234,1450
22.07593262,1545
22.0890629,1491
22.10219319,1476
22.11532347,1533
22.12845375,1517
22.14158403,1446
22.15471432,1437
22.1678446,1417
22.18097488,1463
22.19410517,1424
22.20723545,1460
22.22036573,1455
22.23349601,1474
22.2466263,1460
22.25975658,1443
22.27288686,1434
22.28601714,1444
22.29914743,1442
22.31227771,1451
22.32540799,1498
22.33853827,1404
22.35166856,1442
22.36479884,1537
22.37792912,1426
22.39105941,1362
22.40418969,1421
22.41731997,1503
22.43045025,1562
22.44358054,1471
22.45671082,1478
22.4698411,1468
22.48297138,1467
22.49610167,1551
22.50923195,1412
22.52236223,1445
22.53549251,1463
22.5486228,1464
22.56175308,1517
22.57488336,1419
22.58801365,1446
22.60114393,1506
22.61427421,1492
22.62740449,1506
22.64053478,1454
22.65366506,1455
22.66679534,1412
22.67992562,1432
22.69305591,1403
22.70618619,1399
22.71931647,1358
22.73244675,1405
22.74557704,1448
22.75870732,1464
22.7718376,1434
22.78496789,1522
22.79809817,1468
22.81122845,1445
22.82435873,1467
22.83748902,1436
22.8506193,1494
22.86374958,1403
22.87687986,1497
22.89001015,1479
22.90314043,1480
22.91627071,1475
22.929401,1413
22.94253128,1427
22.95566156,1445
22.96879184,1477
22.98192213,1464
22.99505241,1373
23.00818269,1495
23.02131297,1437
23.03444326,1405
23.04757354,1435
23.06070382,1466
23.0738341,1442
23.08696439,1450
23.10009467,1391
23.11322495,1392
23.12635524,1396
23.13948552,1444
23.1526158,1404
23.16574608,1364
23.17887637,1481
23.19200665,1430
23.20513693,1392
23.21826721,1431
23.2313975,1417
23.24452778,1450
23.25765806,1381
23.27078834,1354
23.28391863,1319
23.29704891,1374
23.31017919,1385
23.32330948,1446
23.33643976,1357
23.34957004,1385
23.36270032,1391
23.37583061,1419
23.38896089,1407
23.40209117,1384
23.41522145,1381
23.42835174,1406
23.44148202,1336
23.4546123,1362
23.46774258,1358
23.48087287,1391
23.49400315,1367
23.50713343,1336
23.52026372,1386
23.533394,1462
23.54652428,1375
23.55965456,1348
23.57278485,1412
23.58591513,1370
23.59904541,1477
23.61217569,1346
23.62530598,1337
23.63843626,1373
23.65156654,1379
23.66469682,1348
23.67782711,1400
23.69095739,1323
23.70408767,1317
23.71721796,1343
23.73034824,1388
23.74347852,1354
23.7566088,1342
23.76973909,1351
23.78286937,1308
23.79599965,1315
23.80912993,1346
23.82226022,1359
23.8353905,1382
23.84852078,1372
23.86165107,1391
23.87478135,1361
23.88791163,1411
23.90104191,1330
23.9141722,1317
23.92730248,1323
23.94043276,1297
23.95356304,1318
23.96669333,1350
23.97982361,1379
23.99295389,1319
24.00608417,1331
24.01921446,1335
24.03234474,1352
24.04547502,1360
24.05860531,1333
24.07173559,1363
24.08486587,1364
24.09799615,1322
24.11112644,1318
24.12425672,1303
24.137387,1290
24.15051728,1345
24.16364757,1337
24.17677785,1382
24.18990813,1304
24.20303841,1360
24.2161687,1314
24.22929898,1324
24.24242926,1386
24.25555955,1309
24.26868983,1312
24.28182011,1312
24.29495039,1272
24.30808068,1360
24.32121096,1344
24.33434124,1297
24.34747152,1326
24.36060181,1359
24.37373209,1303
24.38686237,1291
24.39999265,1324
24.41312294,1282
24.42625322,1379
24.4393835,1288
24.45251379,1264
24.46564407,1268
24.47877435,1306
24.49190463,1326
24.50503492,1280
24.5181652,1317
24.53129548,1326
24.54442576,1321
24.55755605,1332
24.57068633,1324
24.58381661,1274
24.5969469,1255
24.61007718,1380
24.62320746,1352
24.63633774,1350
24.64946803,1237
24.66259831,1371
24.67572859,1281
24.68885887,1224
24.70198916,1295
24.71511944,1328
24.72824972,1276
24.74138,1334
24.75451029,1297
24.76764057,1289
24.78077085,1276
24.79390114,1293
24.80703142,1367
24.8201617,1323
24.83329198,1264
24.84642227,1280
24.85955255,1297
24.87268283,1292
24.88581311,1322
24.8989434,1385
24.91207368,1336
24.92520396,1277
24.93833424,1267
24.95146453,1242
24.96459481,1283
24.97772509,1366
24.99085538,1323
25.00398566,1277
25.01711594,1360
25.03024622,1297
25.04337651,1313
25.05650679,1359
25.06963707,1346
25.08276735,1298
25.09589764,1272
25.10902792,1396
25.1221582,1403
25.13528848,1371
25.14841877,1341
25.16154905,1358
25.17467933,1312
25.18780962,1289
25.2009399,1255
25.21407018,1327
25.22720046,1245
25.24033075,1438
25.25346103,1342
25.26659131,1458
25.27972159,1438
25.29285188,1401
25.30598216,1375
25.31911244,1335
25.33224272,1290
25.34537301,1330
25.35850329,1358
25.37163357,1383
25.38476386,1372
25.39789414,1305
