角度(2θ),强度
18.32,76
18.34,94
18.36,92
18.38,70
18.4,100
18.42,80
18.44,80
18.46,96
18.48,122
18.5,76
18.52,72
18.54,82
18.56,74
18.58,70
18.6,76
18.62,78
18.64,104
18.66,80
18.68,86
18.7,80
18.72,78
18.74,82
18.76,82
18.78,82
18.8,80
18.82,108
18.84,98
18.86,86
18.88,86
18.9,84
18.92,102
18.94,70
18.96,80
18.98,94
19,86
19.02,92
19.04,94
19.06,92
19.08,88
19.1,116
19.12,98
19.14,90
19.16,80
19.18,84
19.2,80
19.22,94
19.24,92
19.26,96
19.28,102
19.3,80
19.32,98
19.34,96
19.36,80
19.38,82
19.4,104
19.42,96
19.44,96
19.46,82
19.48,94
19.5,82
19.52,90
19.54,100
19.56,94
19.58,88
19.6,98
19.62,80
19.64,76
19.66,98
19.68,86
19.7,104
19.72,88
19.74,88
19.76,88
19.78,108
19.8,104
19.82,96
19.84,84
19.86,96
19.88,92
19.9,108
19.92,102
19.94,98
19.96,88
19.98,86
20,112
20.02,100
20.04,122
20.06,86
20.08,104
20.1,104
20.12,92
20.14,90
20.16,96
20.18,100
20.2,104
20.22,84
20.24,122
20.26,80
20.28,102
20.3,108
20.32,106
20.34,98
20.36,104
20.38,102
20.4,102
20.42,104
20.44,82
20.46,104
20.48,110
20.5,98
20.52,94
20.54,110
20.56,94
20.58,100
20.6,102
20.62,98
20.64,102
20.66,118
20.68,110
20.7,92
20.72,82
20.74,84
20.76,84
20.78,94
20.8,90
20.82,108
20.84,102
20.86,102
20.88,96
20.9,98
20.92,102
20.94,90
20.96,112
20.98,100
21,102
21.02,106
21.04,90
21.06,92
21.08,108
21.1,110
21.12,102
21.14,96
21.16,90
21.18,110
21.2,100
21.22,100
21.24,100
21.26,94
21.28,104
21.3,98
21.32,104
21.34,108
21.36,98
21.38,90
21.4,86
21.42,84
21.44,78
21.46,72
21.48,92
21.5,100
21.52,88
21.54,90
21.56,92
21.58,106
21.6,102
21.62,106
21.64,120
21.66,88
21.68,112
21.7,88
21.72,108
21.74,90
21.76,100
21.78,72
21.8,98
21.82,102
21.84,108
21.86,100
21.88,82
21.9,108
21.92,74
21.94,98
21.96,102
21.98,82
22,84
22.02,78
22.04,94
22.06,78
22.08,94
22.1,64
22.12,98
22.14,92
22.16,106
22.18,98
22.2,86
22.22,90
22.24,82
22.26,104
22.28,72
22.3,102
22.32,98
22.34,80
22.36,92
22.38,78
22.4,86
22.42,92
22.44,106
22.46,84
22.48,80
22.5,86
22.52,104
22.54,84
22.56,72
22.58,86
22.6,92
22.62,92
22.64,76
22.66,72
22.68,96
22.7,74
22.72,70
22.74,76
22.76,74
22.78,78
22.8,88
22.82,94
22.84,62
22.86,74
22.88,84
22.9,72
22.92,76
22.94,88
22.96,80
22.98,84
23,80
23.02,90
23.04,90
23.06,80
23.08,90
23.1,86
23.12,90
23.14,90
23.16,72
23.18,90
23.2,78
23.22,92
23.24,68
23.26,72
23.28,88
23.3,90
23.32,64
23.34,66
23.36,94
23.38,60
23.4,58
23.42,76
23.44,88
23.46,78
23.48,74
23.5,72
23.52,68
23.54,70
23.56,74
23.58,62
23.6,68
23.62,76
23.64,68
23.66,76
23.68,76
23.7,74
23.72,76
23.74,70
23.76,78
23.78,66
23.8,80
23.82,86
23.84,50
23.86,78
23.88,86
23.9,60
23.92,74
23.94,62
23.96,78
23.98,66
24,72
24.02,58
24.04,74
24.06,78
24.08,82
24.1,90
24.12,72
24.14,60
24.16,66
24.18,68
24.2,80
24.22,62
24.24,48
24.26,84
24.28,62
24.3,52
24.32,64
24.34,72
24.36,68
24.38,62
24.4,64
24.42,62
24.44,72
24.46,66
24.48,54
24.5,62
24.52,52
24.54,58
24.56,60
24.58,62
24.6,72
24.62,74
24.64,54
24.66,68
24.68,72
24.7,54
24.72,66
24.74,56
24.76,60
24.78,76
24.8,58
24.82,60
24.84,68
24.86,60
24.88,70
24.9,60
24.92,54
24.94,76
24.96,58
24.98,68
25,46
25.02,54
25.04,66
25.06,64
25.08,72
25.1,64
25.12,72
25.14,60
25.16,60
25.18,66
25.2,64
25.22,66
25.24,58
25.26,66
25.28,66
25.3,64
25.32,54
25.34,52
25.36,54
25.38,54
25.4,70
25.42,52
25.44,54
25.46,54
25.48,60
25.5,44
25.52,62
25.54,68
25.56,76
25.58,64
25.6,62
25.62,68
25.64,80
25.66,66
25.68,64
25.7,74
25.72,80
25.74,80
25.76,94
25.78,96
25.8,96
25.82,76
25.84,68
25.86,66
25.88,98
25.9,82
25.92,78
25.94,92
25.96,86
25.98,82
26,92
26.02,100
26.04,64
26.06,92
26.08,108
26.1,80
26.12,76
26.14,70
26.16,66
26.18,76
26.2,66
26.22,70
26.24,70
26.26,62
26.28,70
26.3,62
26.32,64
26.34,68
26.36,62
26.38,46
26.4,50
26.42,56
26.44,58
26.46,46
26.48,48
26.5,46
26.52,62
26.54,52
26.56,58
26.58,54
26.6,46
26.62,46
26.64,62
26.66,56
26.68,56
26.7,48
26.72,48
26.74,62
26.76,44
26.78,46
26.8,52
26.82,66
26.84,36
26.86,48
26.88,40
26.9,54
26.92,36
26.94,52
26.96,62
26.98,58
27,56
27.02,48
27.04,66
27.06,52
27.08,56
27.1,52
27.12,48
27.14,50
27.16,46
27.18,60
27.2,44
27.22,52
27.24,52
27.26,36
27.28,40
27.3,46
27.32,50
27.34,48
27.36,46
27.38,50
27.4,50
27.42,46
27.44,52
27.46,58
27.48,40
27.5,44
27.52,42
27.54,58
27.56,50
27.58,40
27.6,46
27.62,42
27.64,48
27.66,44
27.68,62
27.7,52
27.72,50
27.74,50
27.76,34
27.78,40
27.8,44
27.82,52
27.84,48
27.86,60
27.88,48
27.9,58
27.92,46
27.94,56
27.96,52
27.98,44
28,50
28.02,52
28.04,42
28.06,56
28.08,58
28.1,50
28.12,54
28.14,54
28.16,64
28.18,48
28.2,50
28.22,60
28.24,48
28.26,68
28.28,58
28.3,60
28.32,50
28.34,56
28.36,56
28.38,60
28.4,62
28.42,56
28.44,46
28.46,64
28.48,50
28.5,46
28.52,54
28.54,64
28.56,70
28.58,46
28.6,54
28.62,52
28.64,52
28.66,56
28.68,48
28.7,48
28.72,52
28.74,60
28.76,52
28.78,40
28.8,50
28.82,42
28.84,54
28.86,54
28.88,66
28.9,44
28.92,56
28.94,50
28.96,48
28.98,60
29,56
29.02,56
29.04,54
29.06,58
29.08,46
29.1,38
29.12,56
29.14,44
29.16,58
29.18,52
29.2,58
29.22,54
29.24,50
29.26,48
29.28,56
29.3,66
29.32,46
29.34,50
29.36,54
29.38,60
29.4,58
29.42,56
29.44,54
29.46,54
29.48,62
29.5,60
29.52,56
29.54,42
29.56,44
29.58,32
29.6,56
29.62,52
29.64,52
29.66,48
29.68,42
29.7,54
29.72,44
29.74,54
29.76,56
29.78,52
29.8,62
29.82,58
29.84,58
29.86,52
29.88,44
29.9,58
29.92,46
29.94,38
29.96,38
29.98,44
30,62
30.02,40
30.04,70
30.06,62
30.08,50
30.1,62
30.12,50
30.14,62
30.16,50
30.18,50
30.2,58
30.22,52
30.24,52
30.26,68
30.28,62
30.3,50
30.32,66
30.34,54
30.36,44
30.38,52
30.4,62
30.42,52
30.44,48
30.46,50
30.48,58
30.5,58
30.52,40
30.54,66
30.56,52
30.58,60
30.6,72
30.62,68
30.64,52
30.66,66
30.68,58
30.7,60
30.72,54
30.74,72
30.76,62
30.78,66
30.8,58
30.82,68
30.84,66
30.86,74
30.88,74
30.9,66
30.92,62
30.94,72
30.96,72
30.98,88
31,64
31.02,84
31.04,76
31.06,78
31.08,74
31.1,72
31.12,60
31.14,76
31.16,80
31.18,82
31.2,74
31.22,92
31.24,88
31.26,68
31.28,86
31.3,80
31.32,90
31.34,92
31.36,88
31.38,92
31.4,82
31.42,100
31.44,106
31.46,114
31.48,100
31.5,100
31.52,98
31.54,94
31.56,110
31.58,102
31.6,100
31.62,108
31.64,110
31.66,112
31.68,124
31.7,122
31.72,126
31.74,114
31.76,120
31.78,118
31.8,132
31.82,124
31.84,124
31.86,138
31.88,124
31.9,138
31.92,144
31.94,142
31.96,120
31.98,144
32,162
32.02,144
32.04,126
32.06,134
32.08,134
32.1,150
32.12,138
32.14,130
32.16,154
32.18,140
32.2,136
32.22,142
32.24,142
32.26,146
32.28,134
32.3,124
32.32,132
32.34,132
32.36,132
32.38,124
32.4,118
32.42,124
32.44,130
32.46,110
32.48,138
32.5,112
32.52,118
32.54,132
32.56,138
32.58,102
32.6,120
32.62,102
32.64,104
32.66,110
32.68,96
32.7,104
32.72,114
32.74,110
32.76,90
32.78,108
32.8,94
32.82,100
32.84,98
32.86,118
32.88,94
32.9,110
32.92,82
32.94,96
32.96,104
32.98,102
33,76
33.02,106
33.04,94
33.06,84
33.08,98
33.1,104
33.12,90
33.14,82
33.16,78
33.18,98
33.2,82
33.22,96
33.24,72
33.26,92
33.28,72
33.3,72
33.32,90
33.34,72
33.36,72
33.38,82
33.4,82
33.42,76
33.44,74
33.46,72
33.48,58
33.5,72
33.52,74
33.54,74
33.56,60
33.58,76
33.6,72
33.62,74
33.64,72
33.66,54
33.68,58
33.7,78
33.72,60
33.74,56
33.76,76
33.78,46
33.8,54
33.82,62
33.84,56
33.86,44
33.88,68
33.9,60
33.92,58
33.94,50
33.96,68
33.98,52
34,58
34.02,52
34.04,88
34.06,54
34.08,42
34.1,54
34.12,68
34.14,64
34.16,58
34.18,52
34.2,60
34.22,62
34.24,58
34.26,52
34.28,54
34.3,58
34.32,48
34.34,44
34.36,54
34.38,36
34.4,50
34.42,32
34.44,58
34.46,48
34.48,40
34.5,54
34.52,50
34.54,30
34.56,38
34.58,42
34.6,40
34.62,52
34.64,44
34.66,54
34.68,28
34.7,38
34.72,46
34.74,38
34.76,44
34.78,36
34.8,40
34.82,42
34.84,38
34.86,36
34.88,38
34.9,40
34.92,28
34.94,42
34.96,28
34.98,36
35,40
35.02,44
35.04,32
35.06,30
35.08,40
35.1,56
35.12,38
35.14,38
35.16,40
35.18,42
35.2,40
35.22,40
35.24,34
35.26,44
35.28,30
35.3,38
35.32,30
35.34,36
35.36,38
35.38,34
35.4,36
35.42,38
35.44,40
35.46,34
35.48,36
35.5,26
35.52,38
35.54,38
35.56,36
35.58,38
35.6,28
35.62,30
35.64,30
35.66,32
35.68,30
35.7,30
35.72,34
35.74,36
35.76,40
35.78,26
35.8,44
35.82,30
35.84,34
35.86,42
35.88,28
35.9,36
35.92,26
35.94,32
35.96,42
35.98,30
36,44
36.02,42
36.04,24
36.06,30
36.08,30
36.1,36
36.12,44
36.14,32
36.16,32
36.18,28
36.2,26
36.22,32
36.24,38
36.26,32
36.28,28
36.3,28
36.32,38
36.34,42
36.36,34
36.38,34
36.4,44
36.42,26
36.44,26
36.46,30
36.48,30
36.5,32
36.52,44
36.54,40
36.56,28
36.58,22
36.6,38
36.62,28
36.64,28
36.66,22
36.68,36
36.7,20
36.72,28
36.74,38
36.76,30
36.78,32
36.8,32
36.82,30
36.84,24
36.86,30
36.88,30
36.9,22
36.92,26
36.94,38
36.96,28
36.98,22
37,18
37.02,28
37.04,30
37.06,32
37.08,22
37.1,28
37.12,30
37.14,30
37.16,34
37.18,34
37.2,28
37.22,32
37.24,20
37.26,22
37.28,28
37.3,28
37.32,20
37.34,28
37.36,38
37.38,22
37.4,36
37.42,24
37.44,26
37.46,28
37.48,20
37.5,32
37.52,42
37.54,26
37.56,36
37.58,34
37.6,26
37.62,26
37.64,34
37.66,28
37.68,28
37.7,28
37.72,28
37.74,36
37.76,34
37.78,28
37.8,32
37.82,26
37.84,32
37.86,26
37.88,24
37.9,30
37.92,30
37.94,24
37.96,22
37.98,24
38,28
38.02,28
38.04,34
38.06,26
38.08,24
38.1,38
38.12,32
38.14,32
38.16,26
38.18,20
38.2,38
38.22,26
38.24,38
38.26,26
38.28,32
38.3,22
38.32,24
38.34,38
38.36,26
38.38,36
38.4,24
38.42,30
38.44,38
38.46,34
38.48,32
38.5,36
38.52,32
38.54,32
38.56,32
38.58,38
38.6,26
38.62,20
38.64,36
38.66,34
38.68,30
38.7,28
38.72,42
38.74,30
38.76,22
38.78,36
38.8,24
38.82,32
38.84,28
38.86,40
38.88,32
38.9,34
38.92,34
38.94,22
38.96,34
38.98,26
39,32
39.02,28
39.04,28
39.06,36
39.08,40
39.1,34
39.12,44
39.14,38
39.16,42
39.18,44
39.2,44
39.22,36
39.24,34
39.26,38
39.28,44
39.3,34
39.32,48
39.34,34
39.36,48
39.38,44
39.4,42
39.42,44
39.44,42
39.46,42
39.48,52
39.5,42
39.52,52
39.54,46
39.56,42
39.58,32
39.6,44
39.62,42
39.64,40
39.66,46
39.68,54
39.7,40
39.72,60
39.74,44
39.76,48
39.78,40
39.8,42
39.82,34
39.84,44
39.86,34
39.88,44
39.9,48
39.92,42
39.94,46
39.96,42
39.98,54
40,38
40.02,52
40.04,40
40.06,36
40.08,40
40.1,42
40.12,38
40.14,32
40.16,38
40.18,40
40.2,44
40.22,38
40.24,50
40.26,32
40.28,52
40.3,36
40.32,38
40.34,42
40.36,46
40.38,30
40.4,36
40.42,38
40.44,40
40.46,46
40.48,34
40.5,44
40.52,38
40.54,48
40.56,32
40.58,36
40.6,38
40.62,32
40.64,32
40.66,48
40.68,34
40.7,32
40.72,34
40.74,38
40.76,38
40.78,36
40.8,34
40.82,30
40.84,32
40.86,34
40.88,46
40.9,38
40.92,26
40.94,36
40.96,32
40.98,30
41,30
41.02,30
41.04,30
41.06,32
41.08,30
41.1,48
41.12,30
41.14,34
41.16,42
41.18,30
41.2,38
41.22,36
41.24,26
41.26,30
41.28,30
41.3,40
41.32,26
41.34,30
41.36,36
41.38,30
41.4,34
41.42,22
41.44,32
41.46,40
41.48,30
41.5,28
41.52,40
41.54,40
41.56,36
41.58,34
41.6,48
41.62,30
41.64,44
41.66,30
41.68,28
41.7,34
41.72,28
41.74,36
41.76,28
41.78,36
41.8,30
41.82,38
41.84,24
41.86,30
41.88,26
41.9,30
41.92,34
41.94,42
41.96,36
41.98,24
42,28
42.02,28
42.04,24
42.06,32
42.08,30
42.1,32
42.12,38
42.14,26
42.16,34
42.18,28
42.2,30
42.22,30
42.24,30
42.26,38
42.28,30
42.3,34
42.32,30
42.34,34
42.36,28
42.38,32
42.4,32
42.42,38
42.44,20
42.46,24
42.48,32
42.5,36
42.52,38
42.54,34
42.56,34
42.58,36
42.6,36
42.62,30
42.64,28
42.66,42
42.68,24
42.7,24
42.72,34
42.74,26
42.76,22
42.78,26
42.8,16
42.82,32
42.84,32
42.86,28
42.88,24
42.9,32
42.92,34
42.94,40
42.96,30
42.98,28
43,28
43.02,30
43.04,32
43.06,30
43.08,26
43.1,30
43.12,26
43.14,46
43.16,24
43.18,40
43.2,26
43.22,18
43.24,32
43.26,30
43.28,20
43.3,34
43.32,32
43.34,18
43.36,34
43.38,26
43.4,38
43.42,38
43.44,30
43.46,34
43.48,42
43.5,40
43.52,26
43.54,26
43.56,28
43.58,30
43.6,34
43.62,40
43.64,36
43.66,36
43.68,34
43.7,36
43.72,32
43.74,24
43.76,30
43.78,28
43.8,36
43.82,26
43.84,34
43.86,28
43.88,30
43.9,26
43.92,36
43.94,38
43.96,36
43.98,36
44,28
44.02,34
44.04,28
44.06,22
44.08,40
44.1,30
44.12,38
44.14,38
44.16,28
44.18,28
44.2,36
44.22,34
44.24,46
44.26,30
44.28,24
44.3,40
44.32,24
44.34,28
44.36,24
44.38,32
44.4,34
44.42,36
44.44,34
44.46,22
44.48,28
44.5,28
44.52,32
44.54,22
44.56,32
44.58,30
44.6,32
44.62,26
44.64,40
44.66,30
44.68,22
44.7,38
44.72,36
44.74,32
44.76,26
44.78,34
44.8,28
44.82,30
44.84,26
44.86,22
44.88,34
44.9,26
44.92,32
44.94,20
44.96,34
44.98,26
45,40
45.02,32
45.04,22
45.06,22
45.08,30
45.1,24
45.12,34
45.14,34
45.16,36
45.18,24
45.2,22
45.22,36
45.24,32
45.26,40
45.28,40
45.3,36
45.32,26
45.34,40
45.36,36
45.38,32
45.4,48
45.42,30
45.44,42
45.46,44
45.48,34
45.5,38
45.52,34
45.54,28
45.56,40
45.58,38
45.6,36
45.62,38
45.64,40
45.66,24
45.68,34
45.7,34
45.72,28
45.74,48
45.76,40
45.78,28
45.8,30
45.82,38
45.84,34
45.86,44
45.88,40
45.9,30
45.92,40
45.94,30
45.96,36
45.98,36
46,30
46.02,40
46.04,34
46.06,32
46.08,40
46.1,30
46.12,34
46.14,46
46.16,32
46.18,30
46.2,34
46.22,32
46.24,32
46.26,34
46.28,42
46.3,38
46.32,36
46.34,42
46.36,54
46.38,34
46.4,48
46.42,36
46.44,48
46.46,44
46.48,36
46.5,56
46.52,60
46.54,52
46.56,46
46.58,40
46.6,52
46.62,46
46.64,50
46.66,44
46.68,34
46.7,56
46.72,54
46.74,34
46.76,46
46.78,56
46.8,52
46.82,50
46.84,50
46.86,46
46.88,52
46.9,44
46.92,38
46.94,54
46.96,54
46.98,40
47,44
47.02,44
47.04,44
47.06,54
47.08,54
47.1,36
47.12,48
47.14,38
47.16,46
47.18,42
47.2,60
47.22,34
47.24,52
47.26,26
47.28,40
47.3,32
47.32,52
47.34,54
47.36,48
47.38,40
47.4,50
47.42,36
47.44,42
47.46,52
47.48,40
47.5,46
47.52,38
47.54,50
47.56,50
47.58,38
47.6,28
47.62,38
47.64,36
47.66,40
47.68,44
47.7,52
47.72,38
47.74,34
47.76,52
47.78,40
47.8,46
47.82,44
47.84,48
47.86,34
47.88,32
47.9,56
47.92,48
47.94,40
47.96,38
47.98,40
48,48
48.02,30
48.04,36
48.06,44
48.08,46
48.1,54
48.12,40
48.14,46
48.16,52
48.18,44
48.2,30
48.22,36
48.24,56
48.26,38
48.28,38
48.3,40
48.32,42
48.34,30
48.36,34
48.38,38
48.4,56
48.42,38
48.44,36
48.46,34
48.48,28
48.5,36
48.52,42
48.54,46
48.56,40
48.58,38
48.6,38
48.62,34
48.64,38
48.66,30
48.68,46
48.7,40
48.72,36
48.74,30
48.76,46
48.78,38
48.8,40
48.82,52
48.84,44
48.86,42
48.88,50
48.9,48
48.92,40
48.94,38
48.96,46
48.98,38
49,42
49.02,40
49.04,42
49.06,50
49.08,50
49.1,42
49.12,52
49.14,44
49.16,44
49.18,48
49.2,60
49.22,36
49.24,48
49.26,56
49.28,50
49.3,46
49.32,42
49.34,54
49.36,44
49.38,58
49.4,50
49.42,40
49.44,46
49.46,54
49.48,54
49.5,44
49.52,48
49.54,52
49.56,52
49.58,64
49.6,56
49.62,46
49.64,66
49.66,42
49.68,46
49.7,40
49.72,48
49.74,48
49.76,52
49.78,36
49.8,44
49.82,38
49.84,56
49.86,44
49.88,40
49.9,48
49.92,44
49.94,54
49.96,48
49.98,48
50,44
50.02,54
50.04,46
50.06,50
50.08,48
50.1,34
50.12,48
50.14,36
50.16,42
50.18,54
50.2,44
50.22,54
50.24,34
50.26,46
50.28,44
50.3,42
50.32,40
50.34,42
50.36,44
50.38,36
50.4,54
50.42,54
50.44,44
50.46,44
50.48,48
50.5,50
50.52,54
50.54,34
50.56,38
50.58,34
50.6,40
50.62,36
50.64,46
50.66,58
50.68,46
50.7,32
50.72,34
50.74,34
50.76,38
50.78,48
50.8,36
50.82,40
50.84,38
50.86,38
50.88,38
50.9,28
50.92,50
50.94,40
50.96,48
50.98,50
51,48
51.02,46
51.04,42
51.06,36
51.08,38
51.1,46
51.12,38
51.14,52
51.16,38
51.18,44
51.2,34
51.22,48
51.24,36
51.26,32
51.28,36
51.3,44
51.32,46
51.34,38
51.36,34
51.38,40
51.4,32
51.42,42
51.44,50
51.46,40
51.48,48
51.5,44
51.52,48
51.54,40
51.56,26
51.58,50
51.6,26
51.62,42
51.64,40
51.66,40
51.68,36
51.7,38
51.72,42
51.74,36
51.76,40
51.78,34
51.8,36
51.82,46
51.84,34
51.86,34
51.88,32
51.9,34
51.92,36
51.94,30
51.96,32
51.98,26
52,38
52.02,24
52.04,30
52.06,28
52.08,36
52.1,26
52.12,32
52.14,40
52.16,32
52.18,38
52.2,42
52.22,34
52.24,28
52.26,36
52.28,32
52.3,34
52.32,42
52.34,28
52.36,28
52.38,30
52.4,40
52.42,36
52.44,44
52.46,36
52.48,36
52.5,34
52.52,32
52.54,22
52.56,32
52.58,36
52.6,30
52.62,48
52.64,32
52.66,34
52.68,28
52.7,30
52.72,36
52.74,24
52.76,26
52.78,26
52.8,22
52.82,34
52.84,32
52.86,36
52.88,30
52.9,36
52.92,36
52.94,42
52.96,28
52.98,36
53,38
53.02,44
53.04,48
53.06,34
53.08,30
53.1,40
53.12,26
53.14,34
53.16,36
53.18,32
53.2,32
53.22,34
53.24,36
53.26,42
53.28,26
53.3,38
53.32,34
53.34,42
53.36,26
53.38,36
53.4,30
53.42,34
53.44,34
53.46,42
53.48,30
53.5,36
53.52,36
53.54,28
53.56,26
53.58,22
53.6,38
53.62,34
53.64,38
53.66,32
53.68,22
53.7,32
53.72,24
53.74,24
53.76,28
53.78,26
53.8,26
53.82,24
53.84,20
53.86,18
53.88,24
53.9,30
53.92,24
53.94,36
53.96,26
53.98,24
54,28
54.02,26
54.04,24
54.06,22
54.08,22
54.1,28
54.12,22
54.14,28
54.16,16
54.18,26
54.2,14
54.22,14
54.24,26
54.26,32
54.28,22
54.3,26
54.32,18
54.34,28
54.36,18
54.38,28
54.4,20
54.42,30
54.44,24
54.46,18
54.48,24
54.5,20
54.52,24
54.54,14
54.56,20
54.58,26
54.6,20
54.62,20
54.64,22
54.66,24
54.68,26
54.7,24
54.72,28
54.74,10
54.76,26
54.78,22
54.8,20
54.82,18
54.84,22
54.86,24
54.88,28
54.9,22
54.92,24
54.94,18
54.96,22
54.98,24
55,26
55.02,20
55.04,18
55.06,26
55.08,16
55.1,32
55.12,18
55.14,24
55.16,24
55.18,26
55.2,12
55.22,26
55.24,14
55.26,16
55.28,36
55.3,20
55.32,24
55.34,14
55.36,18
55.38,22
55.4,20
55.42,34
55.44,26
55.46,20
55.48,16
55.5,30
55.52,32
55.54,30
55.56,20
55.58,22
55.6,24
55.62,18
55.64,26
55.66,22
55.68,22
55.7,26
55.72,32
55.74,20
55.76,20
55.78,28
55.8,22
55.82,26
55.84,32
55.86,20
55.88,12
55.9,26
55.92,28
55.94,16
55.96,22
55.98,18
56,38
56.02,22
56.04,28
56.06,20
56.08,22
56.1,32
56.12,22
56.14,18
56.16,24
56.18,28
56.2,24
56.22,28
56.24,16
56.26,14
56.28,20
56.3,34
56.32,18
56.34,18
56.36,40
56.38,30
56.4,22
56.42,22
56.44,26
56.46,24
56.48,22
56.5,16
56.52,22
56.54,22
56.56,28
56.58,20
56.6,28
56.62,32
56.64,18
56.66,18
56.68,18
56.7,18
56.72,20
56.74,24
56.76,26
56.78,26
56.8,18
56.82,26
56.84,30
56.86,24
56.88,16
